election_year,State,Constituency,constituency_type,Party,Candidate,EVM_votes,Postal Votes,Total Votes,rank,units,Age,Gender
2024,Assam,Karimganj,Scheduled Caste,Independent,DILIP KUMAR,2623.0,7.0,2630.0,9,"EVM_votes, postal_votes, total_votes in absolute number",52.0,M
2024,Assam,Karimganj,Scheduled Caste,Independent,ROSID AHMED LASKAR,2600.0,1.0,2601.0,10,"EVM_votes, postal_votes, total_votes in absolute number",57.0,M
2024,Assam,Karimganj,Scheduled Caste,Independent,MUZAKKIR HASAN LASKAR,2287.0,4.0,2291.0,11,"EVM_votes, postal_votes, total_votes in absolute number",33.0,M
2024,Assam,Karimganj,Scheduled Caste,Independent,ABDUL BASIT TAPADAR,1912.0,11.0,1923.0,12,"EVM_votes, postal_votes, total_votes in absolute number",53.0,M
2024,Assam,Karimganj,Scheduled Caste,Independent,GOPAL CHANDRA PAUL,1650.0,7.0,1657.0,13,"EVM_votes, postal_votes, total_votes in absolute number",64.0,M
2024,Assam,Karimganj,Scheduled Caste,Independent,MD. NAZRUL ISLAM LASKAR,1382.0,,1382.0,14,"EVM_votes, postal_votes, total_votes in absolute number",66.0,M
2024,Assam,Karimganj,Scheduled Caste,Independent,SAHEL AHMED,1110.0,1.0,1111.0,15,"EVM_votes, postal_votes, total_votes in absolute number",29.0,M
2024,Assam,Karimganj,Scheduled Caste,Independent,ABDUL GOFFAR TALUKDAR,1094.0,1.0,1095.0,16,"EVM_votes, postal_votes, total_votes in absolute number",43.0,M
2024,Assam,Karimganj,Scheduled Caste,Independent,SAFIKUR RAHMAN HAZARI,1031.0,,1031.0,17,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
2024,Assam,Karimganj,Scheduled Caste,Socialist Unity Centre Of India (COMMUNIST),PRAJJWAL SUDIP DEB,994.0,7.0,1001.0,18,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
2024,Assam,Karimganj,Scheduled Caste,Independent,ABDUL KALAM MAZUMDER,975.0,,975.0,19,"EVM_votes, postal_votes, total_votes in absolute number",39.0,M
2024,Assam,Karimganj,Scheduled Caste,Independent,ALIM UDDIN MAZUMDER,881.0,1.0,882.0,20,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Assam,Karimganj,Scheduled Caste,Independent,ABDUL HAMEED,841.0,1.0,842.0,21,"EVM_votes, postal_votes, total_votes in absolute number",59.0,M
2024,Assam,Karimganj,Scheduled Caste,Bangali Nabanirman Sena,DEBASHISH GHOSH,800.0,17.0,817.0,22,"EVM_votes, postal_votes, total_votes in absolute number",36.0,M
2024,Assam,Karimganj,Scheduled Caste,Independent,RASHID AHMED CHOUDHURY,719.0,2.0,721.0,23,"EVM_votes, postal_votes, total_votes in absolute number",71.0,M
2024,Assam,Karimganj,Scheduled Caste,Independent,ABDUS SUBHAN TAPADAR,568.0,3.0,571.0,24,"EVM_votes, postal_votes, total_votes in absolute number",41.0,M
2024,Assam,Karimganj,Scheduled Caste,Independent,ROKIBUL HUSSAIN CHOUDHURY,539.0,6.0,545.0,25,"EVM_votes, postal_votes, total_votes in absolute number",37.0,M
2024,Assam,Silchar,General,Bharatiya Janata Party,PARIMAL SUKLABAIDYA,647572.0,4833.0,652405.0,1,"EVM_votes, postal_votes, total_votes in absolute number",66.0,M
2024,Assam,Silchar,General,Indian National Congress,SURYA KANTA SARKAR,386453.0,1641.0,388094.0,2,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
2024,Assam,Silchar,General,All India Trinamool Congress,RADHESHYAM BISWAS,20384.0,109.0,20493.0,3,"EVM_votes, postal_votes, total_votes in absolute number",70.0,M
2024,Assam,Silchar,General,Independent,RAJU DAS,4580.0,17.0,4597.0,5,"EVM_votes, postal_votes, total_votes in absolute number",48.0,M
2024,Assam,Silchar,General,Socialist Unity Centre Of India (COMMUNIST),PROBASH CHANDRA SARKAR,4494.0,40.0,4534.0,6,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
2024,Assam,Silchar,General,Independent,ANANTA MOHAN ROY,3113.0,30.0,3143.0,7,"EVM_votes, postal_votes, total_votes in absolute number",67.0,M
2024,Assam,Silchar,General,Bahujan Maha Party,RAJIB DAS,1843.0,24.0,1867.0,8,"EVM_votes, postal_votes, total_votes in absolute number",46.0,M
