election_year,State,Constituency,constituency_type,Party,Candidate,EVM_votes,Postal Votes,Total Votes,rank,units,Age,Gender
2024,Uttar Pradesh,Kannauj,General,Bhartiya Shakti Chetna Party,SUNIL,738.0,1.0,739.0,13,"EVM_votes, postal_votes, total_votes in absolute number",35.0,M
2024,Uttar Pradesh,Kannauj,General,Bhartiya Krishak Dal,PRAMOD KUMAR YADAV,557.0,3.0,560.0,14,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Uttar Pradesh,Kannauj,General,Independent,PURUSHOTTAM TIWARI,541.0,2.0,543.0,15,"EVM_votes, postal_votes, total_votes in absolute number",40.0,M
2024,Uttar Pradesh,Kannauj,General,Independent,IRFAN ALI,463.0,7.0,470.0,16,"EVM_votes, postal_votes, total_votes in absolute number",35.0,M
2024,Uttar Pradesh,Kanpur,General,Bharatiya Janata Party,RAMESH AWASTHI,440609.0,2446.0,443055.0,1,"EVM_votes, postal_votes, total_votes in absolute number",56.0,M
2024,Uttar Pradesh,Kanpur,General,Indian National Congress,ALOK MISRA,419469.0,2618.0,422087.0,2,"EVM_votes, postal_votes, total_votes in absolute number",63.0,M
2024,Uttar Pradesh,Kanpur,General,Bahujan Samaj Party,KULDEEP BHADAURIYA,11843.0,189.0,12032.0,3,"EVM_votes, postal_votes, total_votes in absolute number",33.0,M
2024,Uttar Pradesh,Kanpur,General,Sabhi Jan Party,ASHOK PASWAN ADVOCATE,1969.0,5.0,1974.0,5,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Uttar Pradesh,Kanpur,General,Independent,ALOK MISHRA,1186.0,12.0,1198.0,6,"EVM_votes, postal_votes, total_votes in absolute number",34.0,M
2024,Uttar Pradesh,Kanpur,General,Independent,MANOJ KUMAR,776.0,2.0,778.0,7,"EVM_votes, postal_votes, total_votes in absolute number",35.0,M
2024,Uttar Pradesh,Kanpur,General,Independent,AJAY KUMAR MISHRA,671.0,1.0,672.0,8,"EVM_votes, postal_votes, total_votes in absolute number",53.0,M
2024,Uttar Pradesh,Kanpur,General,All India Forward Bloc,PRASHAST DHEER,462.0,3.0,465.0,9,"EVM_votes, postal_votes, total_votes in absolute number",33.0,M
2024,Uttar Pradesh,Kanpur,General,Independent,ARVIND KUMAR SRIVASTAVA,394.0,4.0,398.0,10,"EVM_votes, postal_votes, total_votes in absolute number",39.0,M
2024,Uttar Pradesh,Kanpur,General,"Proutist Bloc, India",SANJAY SINGH,348.0,2.0,350.0,11,"EVM_votes, postal_votes, total_votes in absolute number",38.0,M
2024,Uttar Pradesh,Kanpur,General,Socialist Unity Centre Of India (COMMUNIST),VALENDRA KATIYAR,267.0,3.0,270.0,12,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Uttar Pradesh,Akbarpur,General,Bharatiya Janata Party,DEVENDRA SINGH ALIAS BHOLE SINGH,514256.0,3167.0,517423.0,1,"EVM_votes, postal_votes, total_votes in absolute number",70.0,M
2024,Uttar Pradesh,Akbarpur,General,Samajwadi Party,RAJARAM PAL,469766.0,3312.0,473078.0,2,"EVM_votes, postal_votes, total_votes in absolute number",63.0,M
2024,Uttar Pradesh,Akbarpur,General,Bahujan Samaj Party,RAJESH KUMAR DWIVEDI,72679.0,461.0,73140.0,3,"EVM_votes, postal_votes, total_votes in absolute number",62.0,M
2024,Uttar Pradesh,Akbarpur,General,Independent,RAJARAM,4629.0,13.0,4642.0,5,"EVM_votes, postal_votes, total_votes in absolute number",63.0,M
2024,Uttar Pradesh,Akbarpur,General,Sabhi Jan Party,ASHOK PASWAN ADVOCATE,3160.0,13.0,3173.0,6,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Uttar Pradesh,Akbarpur,General,Bhartiya Shakti Chetna Party,CHANDRESH SINGH,2641.0,13.0,2654.0,7,"EVM_votes, postal_votes, total_votes in absolute number",57.0,M
2024,Uttar Pradesh,Akbarpur,General,Independent,YOGESH JAISWAL,2529.0,14.0,2543.0,8,"EVM_votes, postal_votes, total_votes in absolute number",47.0,M
2024,Uttar Pradesh,Akbarpur,General,Rashtriya Sanskriti Party,VIPIN KUMAR,1489.0,5.0,1494.0,9,"EVM_votes, postal_votes, total_votes in absolute number",40.0,M
2024,Uttar Pradesh,Akbarpur,General,Rashtriya Janutthan Party,RAMGOPAL,1146.0,11.0,1157.0,10,"EVM_votes, postal_votes, total_votes in absolute number",66.0,M
2024,Uttar Pradesh,Jalaun,Scheduled Caste,Samajwadi Party,NARAYAN DAS AHIRWAR,529444.0,736.0,530180.0,1,"EVM_votes, postal_votes, total_votes in absolute number",63.0,M
2024,Uttar Pradesh,Jalaun,Scheduled Caste,Bharatiya Janata Party,BHANU PRATAP SINGH VERMA,475232.0,1050.0,476282.0,2,"EVM_votes, postal_votes, total_votes in absolute number",66.0,M
2024,Uttar Pradesh,Jalaun,Scheduled Caste,Bahujan Samaj Party,SURESH CHANDRA GAUTAM,100105.0,143.0,100248.0,3,"EVM_votes, postal_votes, total_votes in absolute number",62.0,M
2024,Uttar Pradesh,Jalaun,Scheduled Caste,Independent,BRIJ MOHAN,4666.0,7.0,4673.0,5,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Uttar Pradesh,Jalaun,Scheduled Caste,Bhartiya Shakti Chetna Party,NAGENDRA KUMAR,3205.0,7.0,3212.0,6,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Uttar Pradesh,Jalaun,Scheduled Caste,Independent,PREMLATA VERMA,3176.0,24.0,3200.0,7,"EVM_votes, postal_votes, total_votes in absolute number",33.0,F
2024,Uttar Pradesh,Jhansi,General,Bharatiya Janata Party,ANURAG SHARMA,689438.0,878.0,690316.0,1,"EVM_votes, postal_votes, total_votes in absolute number",59.0,M
2024,Uttar Pradesh,Jhansi,General,Indian National Congress,"PRADEEP JAIN ""ADITYA""",587000.0,702.0,587702.0,2,"EVM_votes, postal_votes, total_votes in absolute number",62.0,M
2024,Uttar Pradesh,Jhansi,General,Bahujan Samaj Party,RAVI PRAKASH,63106.0,86.0,63192.0,3,"EVM_votes, postal_votes, total_votes in absolute number",34.0,M
2024,Uttar Pradesh,Jhansi,General,Independent,LAKHAN LAL,6832.0,,6832.0,5,"EVM_votes, postal_votes, total_votes in absolute number",52.0,M
2024,Uttar Pradesh,Jhansi,General,Independent,RAMESH,6330.0,8.0,6338.0,6,"EVM_votes, postal_votes, total_votes in absolute number",49.0,M
2024,Uttar Pradesh,Jhansi,General,Independent,GANESH RAM,2574.0,1.0,2575.0,7,"EVM_votes, postal_votes, total_votes in absolute number",67.0,M
2024,Uttar Pradesh,Jhansi,General,Apna Dal (Kamerawadi),CHANDAN SINGH,2487.0,4.0,2491.0,8,"EVM_votes, postal_votes, total_votes in absolute number",49.0,M
2024,Uttar Pradesh,Jhansi,General,Independent,DHARMENDRA PRATAP,2299.0,4.0,2303.0,9,"EVM_votes, postal_votes, total_votes in absolute number",40.0,M
2024,Uttar Pradesh,Jhansi,General,Independent,INDRA SINGH,2076.0,2.0,2078.0,10,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Uttar Pradesh,Jhansi,General,Al-Hind Party,ER. DEEPAK KUMAR VERMA,1375.0,2.0,1377.0,11,"EVM_votes, postal_votes, total_votes in absolute number",33.0,M
2024,Uttar Pradesh,Hamirpur,General,Samajwadi Party,AJENDRA SINGH LODHI,490003.0,680.0,490683.0,1,"EVM_votes, postal_votes, total_votes in absolute number",53.0,M
2024,Uttar Pradesh,Hamirpur,General,Bharatiya Janata Party,KUNWAR PUSHPENDRA SINGH CHANDEL,487373.0,681.0,488054.0,2,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Uttar Pradesh,Hamirpur,General,Bahujan Samaj Party,NIRDOSH KUMAR DIXIT,94564.0,132.0,94696.0,3,"EVM_votes, postal_votes, total_votes in absolute number",42.0,M
2024,Uttar Pradesh,Hamirpur,General,Bhartiya Shakti Chetna Party,ANUPAM KUMAR TRIPATHI,6401.0,6.0,6407.0,5,"EVM_votes, postal_votes, total_votes in absolute number",47.0,M
2024,Uttar Pradesh,Hamirpur,General,Rashtra Uday Party,BRIJESH KUMAR PAL,4516.0,11.0,4527.0,6,"EVM_votes, postal_votes, total_votes in absolute number",33.0,M
2024,Uttar Pradesh,Hamirpur,General,Independent,BHUVANENDRA NARAYAN SINGH,4315.0,5.0,4320.0,7,"EVM_votes, postal_votes, total_votes in absolute number",36.0,M
2024,Uttar Pradesh,Hamirpur,General,Independent,SANTOSH KUMAR,3776.0,1.0,3777.0,8,"EVM_votes, postal_votes, total_votes in absolute number",42.0,M
2024,Uttar Pradesh,Hamirpur,General,Independent,RAJESH SINGH,3605.0,2.0,3607.0,9,"EVM_votes, postal_votes, total_votes in absolute number",38.0,M
2024,Uttar Pradesh,Hamirpur,General,Eklavya Samaj Party,SURESH KUMAR,2181.0,,2181.0,10,"EVM_votes, postal_votes, total_votes in absolute number",40.0,M
2024,Uttar Pradesh,Hamirpur,General,Spashtwadi Jan Aadhar Party,SANJIV KUMAR,2003.0,,2003.0,11,"EVM_votes, postal_votes, total_votes in absolute number",58.0,M
2024,Uttar Pradesh,Hamirpur,General,Al-Hind Party,DHARMRAJ,1589.0,2.0,1591.0,12,"EVM_votes, postal_votes, total_votes in absolute number",40.0,M
2024,Uttar Pradesh,Banda,General,Samajwadi Party,KRISHNA DEVI SHIVSHANKER PATEL,406018.0,549.0,406567.0,1,"EVM_votes, postal_votes, total_votes in absolute number",54.0,F
2024,Uttar Pradesh,Banda,General,Bharatiya Janata Party,R. K. SINGH PATEL,334950.0,407.0,335357.0,2,"EVM_votes, postal_votes, total_votes in absolute number",64.0,M
2024,Uttar Pradesh,Banda,General,Bahujan Samaj Party,MAYANK DWIVEDI,245530.0,215.0,245745.0,3,"EVM_votes, postal_votes, total_votes in absolute number",38.0,M
2024,Uttar Pradesh,Banda,General,Communist Party of India,RAMCHANDRA SARAS,9436.0,2.0,9438.0,5,"EVM_votes, postal_votes, total_votes in absolute number",62.0,M
2024,Uttar Pradesh,Banda,General,Bhagidari Party(P),PANCHA URF PANCHAMLAL,7714.0,3.0,7717.0,6,"EVM_votes, postal_votes, total_votes in absolute number",41.0,M
2024,Uttar Pradesh,Banda,General,Rashtra Uday Party,GULAB CHANDER BARMA,5905.0,2.0,5907.0,7,"EVM_votes, postal_votes, total_votes in absolute number",39.0,M
2024,Uttar Pradesh,Banda,General,Independent,RAMCHRAN,5419.0,4.0,5423.0,8,"EVM_votes, postal_votes, total_votes in absolute number",38.0,M
2024,Uttar Pradesh,Banda,General,Swatantra Jantaraj Party,SURENDRA KUMAR,4380.0,2.0,4382.0,9,"EVM_votes, postal_votes, total_votes in absolute number",26.0,M
2024,Uttar Pradesh,Banda,General,Bhartiya Shakti Chetna Party,SHRIRAM SINGH GAUR,3347.0,3.0,3350.0,10,"EVM_votes, postal_votes, total_votes in absolute number",66.0,M
2024,Uttar Pradesh,Banda,General,Sardar Patel Siddhant Party,DINESH KUMAR PATEL,2507.0,1.0,2508.0,11,"EVM_votes, postal_votes, total_votes in absolute number",28.0,M
2024,Uttar Pradesh,Banda,General,Log Party,BABULAL,2358.0,3.0,2361.0,12,"EVM_votes, postal_votes, total_votes in absolute number",67.0,M
2024,Uttar Pradesh,Banda,General,Apna Dal (Kamerawadi),PRAMOD AZAD,2141.0,1.0,2142.0,13,"EVM_votes, postal_votes, total_votes in absolute number",39.0,M
2024,Uttar Pradesh,Fatehpur,General,Samajwadi Party,NARESH CHANDRA UTTAM PATEL,499866.0,462.0,500328.0,1,"EVM_votes, postal_votes, total_votes in absolute number",68.0,M
2024,Uttar Pradesh,Fatehpur,General,Bharatiya Janata Party,NIRANJAN JYOTI,466249.0,880.0,467129.0,2,"EVM_votes, postal_votes, total_votes in absolute number",57.0,F
2024,Uttar Pradesh,Fatehpur,General,Bahujan Samaj Party,MANISH SINGH SACHAN,90897.0,73.0,90970.0,3,"EVM_votes, postal_votes, total_votes in absolute number",43.0,M
2024,Uttar Pradesh,Fatehpur,General,Independent,BIRENDRA SINGH,7917.0,3.0,7920.0,5,"EVM_votes, postal_votes, total_votes in absolute number",64.0,M
2024,Uttar Pradesh,Fatehpur,General,Parivartan Samaj Party,KAMLESH KUMAR SINGH,5212.0,7.0,5219.0,6,"EVM_votes, postal_votes, total_votes in absolute number",36.0,M
2024,Uttar Pradesh,Fatehpur,General,Independent,PANKAJ AWASTHI,4456.0,1.0,4457.0,7,"EVM_votes, postal_votes, total_votes in absolute number",43.0,M
2024,Uttar Pradesh,Fatehpur,General,Rashtra Uday Party,RAMKISHOR,4075.0,4.0,4079.0,8,"EVM_votes, postal_votes, total_votes in absolute number",61.0,M
2024,Uttar Pradesh,Fatehpur,General,Independent,JITENDRA KUMAR MAURYA,3333.0,3.0,3336.0,9,"EVM_votes, postal_votes, total_votes in absolute number",35.0,M
2024,Uttar Pradesh,Fatehpur,General,Independent,KULDEEP KUSHWAHA,2724.0,2.0,2726.0,10,"EVM_votes, postal_votes, total_votes in absolute number",33.0,M
2024,Uttar Pradesh,Fatehpur,General,Peoples Party of India (Democratic),RAJ BAHADUR,2653.0,1.0,2654.0,11,"EVM_votes, postal_votes, total_votes in absolute number",38.0,M
2024,Uttar Pradesh,Fatehpur,General,Akhil Bhartiya Parivar Party,NIRAJ KUMAR,2561.0,6.0,2567.0,12,"EVM_votes, postal_votes, total_votes in absolute number",39.0,M
2024,Uttar Pradesh,Fatehpur,General,Bhartiya Shakti Chetna Party,RAM BIHARI,2342.0,2.0,2344.0,13,"EVM_votes, postal_votes, total_votes in absolute number",67.0,M
2024,Uttar Pradesh,Fatehpur,General,Vikas Insaf Party,NEERAJ LODHI,2028.0,5.0,2033.0,14,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Uttar Pradesh,Fatehpur,General,Vishwa Kalyan Rashtriya Manav Samaj Party,JAY CHANDRA KUMAR,1602.0,2.0,1604.0,15,"EVM_votes, postal_votes, total_votes in absolute number",47.0,M
2024,Uttar Pradesh,Fatehpur,General,Sardar Patel Siddhant Party,RAJESH KUMAR PATEL,1449.0,9.0,1458.0,16,"EVM_votes, postal_votes, total_votes in absolute number",32.0,M
2024,Uttar Pradesh,Kaushambi,Scheduled Caste,Samajwadi Party,PUSHPENDRA SAROJ,509175.0,612.0,509787.0,1,"EVM_votes, postal_votes, total_votes in absolute number",30.0,M
2024,Uttar Pradesh,Kaushambi,Scheduled Caste,Bharatiya Janata Party,VINOD KUMAR SONKAR,405142.0,701.0,405843.0,2,"EVM_votes, postal_votes, total_votes in absolute number",53.0,M
2024,Uttar Pradesh,Kaushambi,Scheduled Caste,Bahujan Samaj Party,SHUBH NARAYAN,55797.0,61.0,55858.0,3,"EVM_votes, postal_votes, total_votes in absolute number",65.0,M
2024,Uttar Pradesh,Kaushambi,Scheduled Caste,Independent,PUSHPENDRA KUMAR SAROJ,5178.0,6.0,5184.0,5,"EVM_votes, postal_votes, total_votes in absolute number",30.0,M
2024,Uttar Pradesh,Kaushambi,Scheduled Caste,Apna Dal (Kamerawadi),NARENDRA KUMAR,5127.0,4.0,5131.0,6,"EVM_votes, postal_votes, total_votes in absolute number",25.0,M
2024,Uttar Pradesh,Kaushambi,Scheduled Caste,Independent,SANJAY KUMAR,4631.0,3.0,4634.0,7,"EVM_votes, postal_votes, total_votes in absolute number",33.0,M
2024,Uttar Pradesh,Kaushambi,Scheduled Caste,Independent,RAJENDRA SONKAR URF PANNA BHAIYA,3421.0,,3421.0,8,"EVM_votes, postal_votes, total_votes in absolute number",43.0,M
2024,Uttar Pradesh,Kaushambi,Scheduled Caste,Independent,PRADEEP KUMAR,2539.0,2.0,2541.0,9,"EVM_votes, postal_votes, total_votes in absolute number",35.0,M
2024,Uttar Pradesh,Kaushambi,Scheduled Caste,Bhartiya Shakti Chetna Party,RAMESHWAR PRASAD,2011.0,2.0,2013.0,10,"EVM_votes, postal_votes, total_votes in absolute number",65.0,M
2024,Uttar Pradesh,Kaushambi,Scheduled Caste,Manavtawadi Samaj Party,RAM ASREY,1948.0,2.0,1950.0,11,"EVM_votes, postal_votes, total_votes in absolute number",68.0,M
2024,Uttar Pradesh,Phulpur,General,Bharatiya Janata Party,PRAVEEN PATEL,451380.0,1220.0,452600.0,1,"EVM_votes, postal_votes, total_votes in absolute number",45.0,M
2024,Uttar Pradesh,Phulpur,General,Samajwadi Party,AMAR NATH SINGH MAURYA,446596.0,1672.0,448268.0,2,"EVM_votes, postal_votes, total_votes in absolute number",54.0,M
2024,Uttar Pradesh,Phulpur,General,Bahujan Samaj Party,JAGANNATH PAL,82375.0,211.0,82586.0,3,"EVM_votes, postal_votes, total_votes in absolute number",63.0,M
2024,Uttar Pradesh,Phulpur,General,Apna Dal (Kamerawadi),MAHIMA PATEL,4134.0,28.0,4162.0,5,"EVM_votes, postal_votes, total_votes in absolute number",28.0,F
2024,Uttar Pradesh,Phulpur,General,Bahujan Awam Party,JILA JEET BHARTIY,3294.0,5.0,3299.0,6,"EVM_votes, postal_votes, total_votes in absolute number",38.0,M
2024,Uttar Pradesh,Phulpur,General,Bhagidari Party(P),SUNIL KUMAR PRAJAPATI,3040.0,7.0,3047.0,7,"EVM_votes, postal_votes, total_votes in absolute number",40.0,M
2024,Uttar Pradesh,Phulpur,General,Pragatisheel Samaj Party,ENGG YOGESH KUSHWAHA,2768.0,3.0,2771.0,8,"EVM_votes, postal_votes, total_votes in absolute number",54.0,M
2024,Uttar Pradesh,Phulpur,General,Independent,AKHILESH TRIPATHI,2295.0,3.0,2298.0,9,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Uttar Pradesh,Phulpur,General,Independent,NAFIS AHAMAD,2145.0,2.0,2147.0,10,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Uttar Pradesh,Phulpur,General,Independent,DR NEERAJ,1702.0,8.0,1710.0,11,"EVM_votes, postal_votes, total_votes in absolute number",56.0,M
2024,Uttar Pradesh,Phulpur,General,Yuva Vikas Party,SANJEEV KUMAR MISHRA,1675.0,4.0,1679.0,12,"EVM_votes, postal_votes, total_votes in absolute number",45.0,M
2024,Uttar Pradesh,Phulpur,General,Peoples Party of India (Democratic),MUSHIR AHMAD SIDDIQUI,1505.0,1.0,1506.0,13,"EVM_votes, postal_votes, total_votes in absolute number",38.0,M
2024,Uttar Pradesh,Phulpur,General,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),SANGEETA YADAV,1283.0,8.0,1291.0,14,"EVM_votes, postal_votes, total_votes in absolute number",32.0,F
2024,Uttar Pradesh,Phulpur,General,Prabuddhwadi Bahujan Morcha,LALA RAM SAROJ,1043.0,9.0,1052.0,15,"EVM_votes, postal_votes, total_votes in absolute number",44.0,M
2024,Uttar Pradesh,Phulpur,General,Sardar Patel Siddhant Party,PRAMOD BHAI PATEL URF P K,947.0,1.0,948.0,16,"EVM_votes, postal_votes, total_votes in absolute number",42.0,M
2024,Uttar Pradesh,Allahabad,General,Indian National Congress,UJJWAL RAMAN SINGH,461100.0,1045.0,462145.0,1,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
2024,Uttar Pradesh,Allahabad,General,Bharatiya Janata Party,NEERAJ TRIPATHI,402659.0,691.0,403350.0,2,"EVM_votes, postal_votes, total_votes in absolute number",57.0,M
2024,Uttar Pradesh,Allahabad,General,Bahujan Samaj Party,RAMESH KUMAR PATEL,49045.0,99.0,49144.0,3,"EVM_votes, postal_votes, total_votes in absolute number",47.0,M
2024,Uttar Pradesh,Allahabad,General,Independent,GOPAL SWROOP JOSHI,4248.0,,4248.0,5,"EVM_votes, postal_votes, total_votes in absolute number",78.0,M
2024,Uttar Pradesh,Allahabad,General,Pragatisheel Samaj Party,AJEET KUMAR PATEL,2641.0,1.0,2642.0,6,"EVM_votes, postal_votes, total_votes in absolute number",36.0,M
2024,Uttar Pradesh,Allahabad,General,Peoples Party of India (Democratic),MOOLNIWASI HEMRAJ SINGH,2350.0,5.0,2355.0,7,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Uttar Pradesh,Allahabad,General,Independent,GEETA RANI SHARMA,2197.0,,2197.0,8,"EVM_votes, postal_votes, total_votes in absolute number",34.0,F
2024,Uttar Pradesh,Allahabad,General,Apna Dal (Kamerawadi),HANSHRAJ KOL,2137.0,4.0,2141.0,9,"EVM_votes, postal_votes, total_votes in absolute number",53.0,M
2024,Uttar Pradesh,Allahabad,General,Bhagidari Party(P),RAJENDRA PRASAD PRAJAPATI,1844.0,3.0,1847.0,10,"EVM_votes, postal_votes, total_votes in absolute number",31.0,M
2024,Uttar Pradesh,Allahabad,General,Independent,AVANEESH KUMAR,1834.0,1.0,1835.0,11,"EVM_votes, postal_votes, total_votes in absolute number",31.0,M
2024,Uttar Pradesh,Allahabad,General,Independent,ANUJ SWAROOP SHUKLA,1615.0,1.0,1616.0,12,"EVM_votes, postal_votes, total_votes in absolute number",37.0,M
2024,Uttar Pradesh,Allahabad,General,Samyak Party,SHIV PRASAD VISHWAKARMA,1326.0,,1326.0,13,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Uttar Pradesh,Allahabad,General,Kamera Samaj Party,SARVAJEET SINGH,1177.0,,1177.0,14,"EVM_votes, postal_votes, total_votes in absolute number",49.0,M
2024,Uttar Pradesh,Allahabad,General,Rashtriya Samaj Dal (R),RAJDHAR SINGH PATEL,1024.0,1.0,1025.0,15,"EVM_votes, postal_votes, total_votes in absolute number",63.0,M
2024,Uttar Pradesh,Barabanki,Scheduled Caste,Indian National Congress,TANUJ PUNIA,718528.0,1399.0,719927.0,1,"EVM_votes, postal_votes, total_votes in absolute number",39.0,M
2024,Uttar Pradesh,Barabanki,Scheduled Caste,Bharatiya Janata Party,RAJRANI RAWAT,503452.0,771.0,504223.0,2,"EVM_votes, postal_votes, total_votes in absolute number",54.0,F
2024,Uttar Pradesh,Barabanki,Scheduled Caste,Bahujan Samaj Party,SHIV KUMAR DOHAREY,39105.0,72.0,39177.0,3,"EVM_votes, postal_votes, total_votes in absolute number",59.0,M
2024,Uttar Pradesh,Barabanki,Scheduled Caste,Independent,BABOORAM,3669.0,,3669.0,5,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
2024,Uttar Pradesh,Barabanki,Scheduled Caste,Independent,RAMLAKHAN PASI,2927.0,1.0,2928.0,6,"EVM_votes, postal_votes, total_votes in absolute number",62.0,M
2024,Uttar Pradesh,Barabanki,Scheduled Caste,Independent,MITHALESH KUMARI,2320.0,1.0,2321.0,7,"EVM_votes, postal_votes, total_votes in absolute number",33.0,F
2024,Uttar Pradesh,Barabanki,Scheduled Caste,Independent,DEVATADEEN GAUTAM,2172.0,1.0,2173.0,8,"EVM_votes, postal_votes, total_votes in absolute number",48.0,M
2024,Uttar Pradesh,Barabanki,Scheduled Caste,Swatantrata Abhivyakti Party,ASHA DEVI,2018.0,2.0,2020.0,9,"EVM_votes, postal_votes, total_votes in absolute number",38.0,F
2024,Uttar Pradesh,Barabanki,Scheduled Caste,Public Adhikar Socialist Indian Party,PROF. (DR.) RAM GHULAM RAZDAN,1493.0,,1493.0,10,"EVM_votes, postal_votes, total_votes in absolute number",68.0,M
2024,Uttar Pradesh,Barabanki,Scheduled Caste,Awami Samta Party,MAHENDRA KUMAR RAWAT,1189.0,1.0,1190.0,11,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Uttar Pradesh,Barabanki,Scheduled Caste,Independent,OMKAR,1137.0,1.0,1138.0,12,"EVM_votes, postal_votes, total_votes in absolute number",38.0,M
2024,Uttar Pradesh,Barabanki,Scheduled Caste,Dr. Bhimrao Ambedkar Dal,ADVOCATE SANTOSH RAWAT,1076.0,2.0,1078.0,13,"EVM_votes, postal_votes, total_votes in absolute number",45.0,M
2024,Uttar Pradesh,Barabanki,Scheduled Caste,Sardar Patel Siddhant Party,PREMCHANDRA HARIJAN,1075.0,1.0,1076.0,14,"EVM_votes, postal_votes, total_votes in absolute number",39.0,M
2024,Uttar Pradesh,Faizabad,General,Samajwadi Party,AWADHESH PRASAD,553549.0,740.0,554289.0,1,"EVM_votes, postal_votes, total_votes in absolute number",79.0,M
2024,Uttar Pradesh,Faizabad,General,Bharatiya Janata Party,LALLU SINGH,499002.0,720.0,499722.0,2,"EVM_votes, postal_votes, total_votes in absolute number",69.0,M
2024,Uttar Pradesh,Faizabad,General,Bahujan Samaj Party,SACHIDANAND PANDEY,46347.0,60.0,46407.0,3,"EVM_votes, postal_votes, total_votes in absolute number",33.0,M
2024,Uttar Pradesh,Faizabad,General,Communist Party of India,ARVIND SEN,15353.0,14.0,15367.0,4,"EVM_votes, postal_votes, total_votes in absolute number",64.0,M
2024,Uttar Pradesh,Faizabad,General,Independent,SUNIL KUMAR BHATT,3826.0,1.0,3827.0,6,"EVM_votes, postal_votes, total_votes in absolute number",35.0,M
2024,Uttar Pradesh,Faizabad,General,Moulik Adhikar Party,KANCHAN YADAV,2662.0,4.0,2666.0,7,"EVM_votes, postal_votes, total_votes in absolute number",39.0,F
2024,Uttar Pradesh,Faizabad,General,Bharat Mahaparivar Party,AMBRISH DEV GUPTA,2216.0,2.0,2218.0,8,"EVM_votes, postal_votes, total_votes in absolute number",43.0,M
2024,Uttar Pradesh,Faizabad,General,Independent,FAREED SALMANI,1779.0,1.0,1780.0,9,"EVM_votes, postal_votes, total_votes in absolute number",48.0,M
2024,Uttar Pradesh,Faizabad,General,Independent,LAL MANI URF L.M. TRIPATHI (BHAI SAHAB),1717.0,,1717.0,10,"EVM_votes, postal_votes, total_votes in absolute number",60.0,M
2024,Uttar Pradesh,Faizabad,General,Rashtriya Janshakti Samaj Party,ANIL KUMAR RAVAT,1636.0,2.0,1638.0,11,"EVM_votes, postal_votes, total_votes in absolute number",37.0,M
2024,Uttar Pradesh,Faizabad,General,Independent,JAGAT SINGH,1252.0,2.0,1254.0,12,"EVM_votes, postal_votes, total_votes in absolute number",49.0,M
2024,Uttar Pradesh,Faizabad,General,Adarshwaadi Congress Party,BRAJENDRA DUTT TRIPATHI URF B. D. TRIPATHI,1163.0,10.0,1173.0,13,"EVM_votes, postal_votes, total_votes in absolute number",49.0,M
2024,Uttar Pradesh,Faizabad,General,Independent,ARUN KUMAR,1063.0,4.0,1067.0,14,"EVM_votes, postal_votes, total_votes in absolute number",52.0,M
2024,Uttar Pradesh,Ambedkar Nagar,General,Samajwadi Party,LALJI VERMA,543721.0,1238.0,544959.0,1,"EVM_votes, postal_votes, total_votes in absolute number",68.0,M
2024,Uttar Pradesh,Ambedkar Nagar,General,Bharatiya Janata Party,RITESH PANDEY,406851.0,861.0,407712.0,2,"EVM_votes, postal_votes, total_votes in absolute number",43.0,M
2024,Uttar Pradesh,Ambedkar Nagar,General,Bahujan Samaj Party,QAMAR HAYAT,199252.0,247.0,199499.0,3,"EVM_votes, postal_votes, total_votes in absolute number",70.0,M
2024,Uttar Pradesh,Ambedkar Nagar,General,Moolniwasi Samaj Party,NEELAM SINGH,4321.0,10.0,4331.0,5,"EVM_votes, postal_votes, total_votes in absolute number",28.0,F
2024,Uttar Pradesh,Ambedkar Nagar,General,Peace Party,SHABANA KHATOON,3983.0,7.0,3990.0,6,"EVM_votes, postal_votes, total_votes in absolute number",39.0,F
2024,Uttar Pradesh,Ambedkar Nagar,General,Independent,JAVED AHMAD SIDDIQUI,3857.0,3.0,3860.0,7,"EVM_votes, postal_votes, total_votes in absolute number",40.0,M
2024,Uttar Pradesh,Ambedkar Nagar,General,Bhagidari Party(P),RAM NARESH PRAJAPATI,3410.0,3.0,3413.0,8,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
