State,Constituency_No,Constituency,Party,Candidate Name,Gender,Age
Telangana,2,Peddapalle,Independent,MAMIDIPALLY BAPAIAH,M,67
Telangana,2,Peddapalle,Independent,AARNAKONDA RAJU,M,32
Telangana,2,Peddapalle,Indian National Congress,VAMSI KRISHNA GADDAM,M,35
Telangana,2,Peddapalle,Independent,CHANDANAGIRI SHRINIVAS,M,35
Telangana,2,Peddapalle,Independent,KURMA MAHENDER,M,27
Telangana,2,Peddapalle,Independent,RAJESHAM RACHARLA,M,46
Telangana,2,Peddapalle,Pyramid Party of India,ERUGURALA BHAGYALAXMI,F,32
Telangana,2,Peddapalle,Independent,ERIKILLA RAJESH,M,36
Telangana,2,Peddapalle,Socialist Party (India),KANAKAIAH MULKALA,M,52
Telangana,2,Peddapalle,Alliance of Democratic Reforms Party,AMBOJU SUMALATHA,F,39
Telangana,2,Peddapalle,Independent,DUDA MAHIPAL,M,32
Telangana,2,Peddapalle,Independent,NARESH JANAGAMA,M,43
Telangana,2,Peddapalle,Independent,BOTLA CHANDRAIAH,M,61
Telangana,2,Peddapalle,Independent,RAMULA KARTHIK,M,28
Telangana,2,Peddapalle,Independent,AKKAPAKA THIRUPATHI,M,51
Telangana,3,Karimnagar,Bahujan Samaj Party,MAREPALLI MOGILAIAH,M,67
Telangana,3,Karimnagar,Independent,MANASA PERALA,F,25
Telangana,3,Karimnagar,Independent,VENKATANARSAIAH DYAGALA @ DEGALA,M,66
Telangana,3,Karimnagar,Dharma Samaj Party,CHILUVERU SRIKANTH,M,32
Telangana,3,Karimnagar,Pyramid Party of India,CHINTHA ANILKUMAR,M,38
Telangana,3,Karimnagar,Bharat Rashtra Samithi,VINOD KUMAR BOIANAPALLI,M,64
Telangana,3,Karimnagar,Independent,ANOSE KATKOORI,M,32
Telangana,3,Karimnagar,National Nava Kranthi Party,ANILREDDY KADTHALA,M,30
Telangana,3,Karimnagar,Bahujan Mukti Party,PODISHETTI SAMMAIAH,M,45
Telangana,3,Karimnagar,Bharatiya Janata Party,BANDI SANJAY KUMAR,M,52
Telangana,3,Karimnagar,Telugu Congress Party,CHEEKOTI VARUN KUMAR GUPTA,M,35
Telangana,3,Karimnagar,Independent,JOURNALIST VIKRAM REDDY VEMULAA,M,30
Telangana,3,Karimnagar,Independent,SHIVARATRI SRINIVAS,M,45
Telangana,3,Karimnagar,Bharathiya YuvaKula Dalam,SRAVAN PEDDAPELLY,M,33
Telangana,3,Karimnagar,Independent,GADDA SATHISH,M,33
Telangana,3,Karimnagar,Socialist Party (India),RANAPRATAP GATTU,M,29
Telangana,3,Karimnagar,Independent,GATTAIAH YADAV BARIGE,M,49
Telangana,3,Karimnagar,Independent,GUDISHE  MOHAN,M,43
Telangana,3,Karimnagar,Independent,AKSHAY KUMAR MEKALA,M,29
Telangana,3,Karimnagar,Social Justice Party of India,ASHOK PANCHIKA,M,31
Telangana,3,Karimnagar,Independent,KOTA SHYAM KUMAR,M,37
Telangana,3,Karimnagar,Independent,RAJENDER POTHURI,M,32
Telangana,3,Karimnagar,Indian National Congress,VELCHALA RAJENDER RAO,M,62
Telangana,3,Karimnagar,Independent,GAVVALA LAXMI,F,40
Telangana,3,Karimnagar,Alliance of Democratic Reforms Party,ARUNA THALLAPALLY,F,39
Telangana,3,Karimnagar,Independent,ABBADI BUCHI REDDY,M,54
Telangana,3,Karimnagar,Independent,DEVUNOORI SRINIVASU,M,44
Telangana,3,Karimnagar,Independent,RAPOLE RAMKUMAR BHARADWAJ,M,52
Telangana,4,Nizamabad,Bahujan Samaj Party,PUPPALA LIMBADRI,M,49
Telangana,4,Nizamabad,Independent,RAPELLY SRINIVAS,M,49
Telangana,4,Nizamabad,Independent,GOPI CHENDRIAH,M,54
Telangana,4,Nizamabad,Independent,TUTUKURU JEEVAN REDDY,M,57
Telangana,4,Nizamabad,Independent,MALAVAT VITHAL,M,40
Telangana,4,Nizamabad,Independent,PALAMURI SAI NIKHIL,M,27
Telangana,4,Nizamabad,Bahujan Mukti Party,DEVATHI SRINIVAS,M,38
Telangana,4,Nizamabad,Independent,KOTHAKONDA SHAKTI PRASAD,M,39
Telangana,4,Nizamabad,Yuga Thulasi Party,GUYYA SAIKRISHNA MURTHY,M,38
Telangana,4,Nizamabad,Independent,VEMULAA VIKRAM REDDY,M,30
Telangana,4,Nizamabad,Anna YSR Congress Party,ALI MANSOOR,M,36
Telangana,4,Nizamabad,Bharatiya Janata Party,ARVIND DHARMAPURI,M,47
Telangana,4,Nizamabad,Bahujana Left Party,ABBAGONI ASHOK GOUD,M,42
Telangana,4,Nizamabad,Independent,GANTA CHARITHA RAO,F,36
Telangana,4,Nizamabad,India Praja Bandhu Party,MOGILI RAJKUMAR,M,46
Telangana,4,Nizamabad,Indian National Congress,JEEVANREDDY THATIPARTHI,M,72
Telangana,4,Nizamabad,Independent,DESHABOINA LAXMINARAYANA,M,50
Telangana,4,Nizamabad,Independent,ARE RAJENDHAR,M,40
Telangana,4,Nizamabad,Dalita Bahujana Party,GOLI. NARESH,M,42
Telangana,4,Nizamabad,Dharma Samaj Party,KANDELA SUMAN,M,36
Telangana,4,Nizamabad,Independent,PRASHANTH KATRAJI,M,30
Telangana,4,Nizamabad,Vidhyarthula Rajakiya Party,BHUKYA. NANDU,M,57
Telangana,4,Nizamabad,Independent,KOTAGIRI SRINIVAS,M,56
Telangana,4,Nizamabad,Alliance of Democratic Reforms Party,YOUGENDAR GATLA,M,43
Telangana,4,Nizamabad,Independent,B B NAIK,M,49
Telangana,4,Nizamabad,Independent,RAPALLY SATYANARAYANA,M,64
Telangana,4,Nizamabad,Bharat Rashtra Samithi,GOVERDHAN BAJIREDDY,M,69
Telangana,4,Nizamabad,Independent,SYED ASGAR,M,46
Telangana,4,Nizamabad,Independent,RAGI ANIL,M,43
Telangana,5,Zahirabad,All India Forward Bloc,GURRAPU MACHANDER,M,43
Telangana,5,Zahirabad,India Praja Bandhu Party,ROMALA BABU DURGAIAH,M,38
Telangana,5,Zahirabad,Independent,S. RAJU,M,29
Telangana,5,Zahirabad,Independent,ASHOK TALARI,M,42
Telangana,5,Zahirabad,Bharat Rashtra Samithi,ANILKUMAR GALI,M,49
Telangana,5,Zahirabad,Independent,JAIPAL NAYAK JADAVATH,M,36
Telangana,5,Zahirabad,Independent,SATYANARAYANA GOUD KOVURI,M,38
Telangana,5,Zahirabad,Independent,MOHD SADDAM,M,29
Telangana,5,Zahirabad,Indian National Congress,SURESH KUMAR SHETKAR,M,63
Telangana,5,Zahirabad,Independent,YAKUB SHARIF MD,M,40
Telangana,5,Zahirabad,Independent,RAMESH. SAJJAPUR.,M,37
Telangana,5,Zahirabad,Dharma Samaj Party,T.D.S. MANI,M,52
Telangana,5,Zahirabad,Alliance of Democratic Reforms Party,CHAVAGANI MANI,F,40
Telangana,5,Zahirabad,Bharatiya Janata Party,B. B. PATIL,M,68
Telangana,5,Zahirabad,Independent,MAHADHEV SWAMI MATAM,M,40
Telangana,5,Zahirabad,Pyramid Party of India,MALEPU MOHAN REDDY,M,65
Telangana,5,Zahirabad,Telangana Praja Shakthi Party,KOTHA BALIJA BASWARAJ,M,39
Telangana,5,Zahirabad,Independent,B. MARUTHI RAO,M,48
Telangana,5,Zahirabad,Independent,KAMMARI ANANDEESHWAR,M,28
Telangana,6,Medak,Independent,DADIGE RAJENDAR,M,36
Telangana,6,Medak,Independent,DASARI BHANUCHANDER,M,28
Telangana,6,Medak,Bahujan Samaj Party,BODAPATLA ESHWAR,M,51
Telangana,6,Medak,Independent,K.RAGHU,M,40
Telangana,6,Medak,Independent,A. KRANTHI KUMAR,M,29
Telangana,6,Medak,Independent,S RAJESH SAGAR,M,35
Telangana,6,Medak,Independent,ABHILASH SHIRNA,M,30
Telangana,6,Medak,Independent,BALESH UPPARI,M,33
Telangana,6,Medak,Independent,ABHILASH CHELIMELA,M,30
Telangana,6,Medak,Independent,KONDI ASHOK,M,30
Telangana,6,Medak,Independent,MOHD AZHER,M,54
Telangana,6,Medak,Independent,VENKATESH BEJUGAM,M,30
Telangana,6,Medak,Independent,PRADEEP,M,31
Telangana,6,Medak,Independent,GADILA ANJANEYULU,M,30
Telangana,6,Medak,Independent,ATI ANJANEYULU,M,38
Telangana,6,Medak,National Nava Kranthi Party,INDRAGOUD SILIVERI,M,37
Telangana,6,Medak,Bharat Rashtra Samithi,P. VENKATRAMA REDDY,M,62
Telangana,6,Medak,Viduthalai Chiruthaigal Katchi,URELLI YELLAIAH,M,47
Telangana,6,Medak,Jana Shankhaaraavam Party,ABISHEK GOUD THABETI,M,37
Telangana,6,Medak,Independent,MEDI SRINIVAS REDDI,M,58
Telangana,6,Medak,Bharat Jodo Party,ANIL GOUD,M,39
Telangana,6,Medak,Bharatiya Janata Party,MADHAVANENI RAGHUNANDAN RAO,M,59
Telangana,6,Medak,Independent,KASOJU SRIKANTH,M,39
Telangana,6,Medak,Independent,BOMMALA VIJAY KUMAR,M,33
Telangana,6,Medak,Alliance of Democratic Reforms Party,NANDA KISHORE TALLADA,M,36
Telangana,6,Medak,Independent,MAREPALLY LAXMINARAYANA,M,49
Telangana,6,Medak,Independent,D. NARAHARI,M,37
Telangana,6,Medak,Dharma Samaj Party,ANNELA LAXMAN,M,39
Telangana,6,Medak,Indian National Congress,NEELAM MADHU,M,40
Telangana,6,Medak,Independent,VUTLA RAMESH,M,35
Telangana,6,Medak,Independent,C.H. NAVEEN KUMAR,M,33
Telangana,6,Medak,Independent,K. LAXMINARAYANA,M,52
Telangana,6,Medak,Independent,KOLKUR PRATAP,M,44
Telangana,6,Medak,Alliance of Democratic Reforms Party,MEDI SRINIVAS REDDI,M,58
Telangana,6,Medak,Telangana Praja Shakthi Party,DODLA VENKAT,M,37
Telangana,6,Medak,India Praja Bandhu Party,MAISANGARI SUNIL,M,34
Telangana,6,Medak,Independent,SATYANARAYANA GOUD KOVURI,M,38
Telangana,6,Medak,Praja Velugu Party,SARA YADAGIRI GOUD,M,36
Telangana,6,Medak,Independent,ADLA KUMAR,M,37
Telangana,6,Medak,Independent,DUBALA SRI SAILAM,M,39
Telangana,6,Medak,Socialist Unity Centre Of India (COMMUNIST),BANDAPALLY SRINIVAS,M,38
Telangana,6,Medak,Independent,GONDHI BHUJANGAMU,M,64
Telangana,6,Medak,Independent,NAGAMANI ACHA,F,43
Telangana,6,Medak,Independent,GOUTI MALLESH,M,43
Telangana,6,Medak,Pyramid Party of India,GOLLAPALLY SAYA GOUD,M,46
Telangana,7,Malkajgiri,Independent,BANJAPALLY SUDHA RANI,F,53
Telangana,7,Malkajgiri,Independent,CHIRIPI REDDY RAMESH,M,33
Telangana,7,Malkajgiri,Independent,DONTHULA BIKSHAPATHI,M,49
Telangana,7,Malkajgiri,Independent,MOUTAM SAMPATH,M,34
Telangana,7,Malkajgiri,Rashtra Samanya Praja Party,APPARAO KONDA,M,44
Telangana,7,Malkajgiri,Social Justice Party of India,CHAMAKURA RAJAIAH ALIAS PIDIKILI RAJU,M,47
Telangana,7,Malkajgiri,Indian National Congress,PATNAM SUNEETHA MAHENDER REDDY,F,46
Telangana,7,Malkajgiri,Vidhyarthula Rajakiya Party,NARRA SUKHENDER REDDY,M,34
Telangana,7,Malkajgiri,Bharathiya YuvaKula Dalam,PEDDAPALLI SANDEEP,M,31
Telangana,7,Malkajgiri,Independent,R. SUBENDER SINGH,M,40
Telangana,7,Malkajgiri,Independent,VAISHNAVI PRASAD,M,59
Telangana,7,Malkajgiri,Bahujan Samaj Party,ANITHA REDDY SHEELAM,F,45
Telangana,7,Malkajgiri,Telangana Republican Party,YADISHWAR NAKKA,M,38
Telangana,7,Malkajgiri,Dharma Samaj Party,BOIN DURGA PRASAD YADAV,M,37
Telangana,7,Malkajgiri,Independent,KANTE SAYANNA,M,46
Telangana,7,Malkajgiri,Bharat Rashtra Samithi,RAGIDI LAXMA REDDY,M,60
Telangana,7,Malkajgiri,Bharatiya Janata Party,EATALA RAJENDER,M,60
Telangana,7,Malkajgiri,Jai Bharat National Party,JUVVA PHANI KUMAR CHOWDARY,M,43
Telangana,7,Malkajgiri,Independent,RAJESH MISHRA,M,38
Telangana,7,Malkajgiri,Independent,THALLADA VENKATESWARLU,M,54
Telangana,7,Malkajgiri,Independent,BHARATHA SUDARSHAN,M,50
Telangana,7,Malkajgiri,Independent,PAREE (PESARIKAYALA PAREEKSHITH REDDY),M,48
Telangana,8,Secunderabad,Independent,LUNAVATH HARI RAM,M,43
Telangana,8,Secunderabad,Independent,MD KHALEEL UZ ZAMA,M,37
Telangana,8,Secunderabad,Jai Bharat National Party,GANESH BHARGAVI GUNDE,F,42
Telangana,8,Secunderabad,Anna YSR Congress Party,MOHAMMED AYUB ALI,M,57
Telangana,8,Secunderabad,Bahujan Samaj Party,DR.  BASWANANDAM DANDEPU,M,59
Telangana,8,Secunderabad,Independent,ANDRAPU SUDARSHAN,M,51
Telangana,8,Secunderabad,Dharma Samaj Party,RAASALA VINOD KUMAR,M,30
Telangana,8,Secunderabad,All India Backward People Sunami Party,CHEEKATI BHUPAL GOUD,M,75
Telangana,8,Secunderabad,Independent,MOHAMMED IBRAHIM AHMED,M,45
Telangana,8,Secunderabad,All India Majlis-E-Inquilab-E-Millat,MOHAMMED RAFIUDDIN KALEEM,M,49
Telangana,8,Secunderabad,Yuga Thulasi Party,KOLISETTY SHIVA KUMAR,M,46
Telangana,8,Secunderabad,Independent,SAPAVAT SUMAN,M,36
Telangana,8,Secunderabad,Independent,IBRAHIM KHAN,M,32
Telangana,8,Secunderabad,Independent,JUNAID ANAM SIDDIQUI,M,40
Telangana,8,Secunderabad,Independent,BOGGULA SUNIITHHA,F,50
Telangana,8,Secunderabad,Indian National Yuva Jana Party,KRANTHI KUMAR BANDELA,M,32
Telangana,8,Secunderabad,Independent,MOHAMMED FASI UDDIN,M,33
Telangana,8,Secunderabad,Independent,BATHULA RAVI,M,54
Telangana,8,Secunderabad,Independent,KONDOJU MOHAN,M,65
Telangana,8,Secunderabad,Independent,K. MURALI KRISHNA,M,46
Telangana,8,Secunderabad,Indian National Congress,DANAM NAGENDER,M,60
Telangana,8,Secunderabad,Telangana Rajya Samithi,SARARAPU SRISAILAM,M,47
Telangana,8,Secunderabad,Independent,V. K. VIJAYA LAKSHMI,F,60
Telangana,8,Secunderabad,Viduthalai Chiruthaigal Katchi,PAGIDIPALLI SHYAMSON,M,31
Telangana,8,Secunderabad,Social Justice Party of India,GOWLIKAR SONY,F,37
Telangana,8,Secunderabad,Independent,UTTAM PRAVEEN KUMAR,M,55
Telangana,8,Secunderabad,Independent,REDDYMALLA PARVATHI,F,44
Telangana,8,Secunderabad,Independent,PAMPARI NARENDER,M,45
Telangana,8,Secunderabad,Independent,MOHAMMED AKRAM ALI KHAN,M,37
Telangana,8,Secunderabad,Independent,VELAMARTHI. RAVI KIRAN,M,46
Telangana,8,Secunderabad,Independent,PULIMAMIDI VENKATESH GUPTA,M,53
Telangana,8,Secunderabad,Pyramid Party of India,BOMMAKANTI SOWMYA,F,33
Telangana,8,Secunderabad,Independent,SYED KHADER,M,54
Telangana,8,Secunderabad,Independent,P C LINGANNA,M,55
Telangana,8,Secunderabad,Independent,KRUPAVARAM GANDU,M,48
Telangana,8,Secunderabad,Independent,DEVENDAR KONNE,M,42
Telangana,8,Secunderabad,Independent,SANGALA FLORY,F,44
Telangana,8,Secunderabad,Independent,MACHCHERLA VENKATA REDDY,M,69
Telangana,8,Secunderabad,Jai Swaraj Party,R.S.J. THOMAS,M,58
Telangana,8,Secunderabad,Independent,MOHAMMED ABDUL AZEEM,M,53
Telangana,8,Secunderabad,Socialist Party (India),B . SUNITHA RANI,F,53
Telangana,8,Secunderabad,Bharat Rashtra Samithi,PADMA RAO . T,M,70
Telangana,8,Secunderabad,Socialist Unity Centre Of India (COMMUNIST),DR. R. GANGADHAR,M,39
Telangana,8,Secunderabad,Bharatiya Janata Party,G. KISHAN REDDY,M,63
Telangana,8,Secunderabad,Independent,CHALIKA CHANDRA SEKHAR,M,44
Telangana,9,Hyderabad,Independent,SATTI SHABABU REDDY,M,44
Telangana,9,Hyderabad,Viduthalai Chiruthaigal Katchi,DR.J.PADMAJA,F,47
Telangana,9,Hyderabad,Independent,AMJAD KHAN,M,46
Telangana,9,Hyderabad,Bharatiya Janata Party,MADHAVI LATHA KOMPELLA,F,49
Telangana,9,Hyderabad,Indian Praja Congress,SALVERU RAMESH,M,47
Telangana,9,Hyderabad,Maa Telangana Party,ASHOK KUMAR MAMBA,M,42
Telangana,9,Hyderabad,Dharma Samaj Party,GADDAM HARISH GOUD,M,29
Telangana,9,Hyderabad,Independent,ANIL SEN,M,49
Telangana,9,Hyderabad,All India Majlis-E-Inquilab-E-Millat,KHAJA MOINUDDIN,M,56
Telangana,9,Hyderabad,Vidhyarthula Rajakiya Party,DR.LUBNA SARWATH,F,58
Telangana,9,Hyderabad,Bahujan Samaj Party,K.S.KRISHNA,M,53
Telangana,9,Hyderabad,Independent,CHAITANYA KUMAR REDDY PELLAKURU,M,33
Telangana,9,Hyderabad,United States of India Party,SYED ANWAR,M,34
Telangana,9,Hyderabad,Independent,SYED ANWAR,M,34
Telangana,9,Hyderabad,Indian National Yuva Jana Party,KRANTHI KUMAR BANDELA,M,32
Telangana,9,Hyderabad,Yuga Thulasi Party,MEKALA RAGHUMA REDDY,M,39
Telangana,9,Hyderabad,Indian National Congress,MOHAMMED WALIULLAH SAMEER,M,42
Telangana,9,Hyderabad,Telangana Jaghir Party,SILIVERU NARESH,M,32
Telangana,9,Hyderabad,Dalita Bahujana Party,SHAIK BASHA,M,55
Telangana,9,Hyderabad,Bharat Rashtra Samithi,SRINIVAS YADAV GADDAM,M,55
Telangana,9,Hyderabad,Independent,M.K.AHMED,M,46
Telangana,9,Hyderabad,Praja Ektha Party,SARAF TULASI GUPTA,F,43
Telangana,9,Hyderabad,Bahujan Mukti Party,ANDE USHA KANNA,M,32
Telangana,9,Hyderabad,Independent,J.SHYAMSUNDER RAO,M,54
Telangana,9,Hyderabad,All India Majlis-E-Ittehadul Muslimeen,ASADUDDIN OWAISI,M,54
Telangana,9,Hyderabad,Sakala Janula Party,RAMESH KUMAR MATANGI,M,41
Telangana,9,Hyderabad,Yuva Taram Party,V.SHANKER,M,43
Telangana,9,Hyderabad,Telangana Prajaa Jeevana Rythu Party,L.ASHOKNATH,M,54
Telangana,9,Hyderabad,Socialist Party (India),AMBI HANUMANTH RAO,M,52
Telangana,9,Hyderabad,All India Mahila Empowerment Party,M.JOHNSON,M,45
Telangana,9,Hyderabad,Alliance of Democratic Reforms Party,JAMEEL SAYED,M,35
Telangana,10,Chevella,Rashtra Samanya Praja Party,SERUBAI VASANTH KUMAR,M,36
Telangana,10,Chevella,Blue India Party,CHINTALAGARI VENKAT SWAMY,M,41
Telangana,10,Chevella,Revolutionary Socialist Party,RANJIT REDDY GADE,M,37
Telangana,10,Chevella,Independent,JALEEL AHMED,M,34
Telangana,10,Chevella,Independent,G MALLESHAM GOUD,M,47
Telangana,10,Chevella,Independent,KAVALI SUKUMAR,M,27
Telangana,10,Chevella,Telangana Republican Party,NARASIMHA REDDY DYAPA,M,58
Telangana,10,Chevella,Independent,ANJANEYULU NEERATI,M,44
Telangana,10,Chevella,Independent,MOHAMMAD RIAZUR REHMAN SHAIK,M,33
Telangana,10,Chevella,Independent,ANKAGALA PRAVEEN KUMAR,M,38
Telangana,10,Chevella,India Praja Bandhu Party,PALAMAKULA MADHU,M,43
Telangana,10,Chevella,Praja Velugu Party,DURGA PRASAD T,M,38
Telangana,10,Chevella,All India Forward Bloc,KONDA VISHVESHWAR REDDY,M,32
Telangana,10,Chevella,Indian National Congress,DR GADDAM RANJITH REDDY,M,59
Telangana,10,Chevella,Independent,EESARI SURYAPRAKASH REDDY,M,43
Telangana,10,Chevella,Bahujan Mukti Party,P GOVIND,M,36
Telangana,10,Chevella,Independent,JANAPALA DURGA PRASAD,M,28
Telangana,10,Chevella,Social Justice Party of India,PHANI PRASAD KATAKAM,M,50
Telangana,10,Chevella,Desh Janhit Party,MOHD SHAKEEL,M,45
Telangana,10,Chevella,Independent,KATHULA YADAIAH,M,47
Telangana,10,Chevella,Jai Swaraj Party,SUGURU SRINIVAS,M,48
Telangana,10,Chevella,Independent,MOHAMMED IQBAL,M,47
Telangana,10,Chevella,Bharatiya Janata Party,KONDA VISHWESHWAR REDDY,M,64
Telangana,10,Chevella,Independent,SAHITHI DASARI,F,29
Telangana,10,Chevella,Independent,MOHAMMED ALI,M,39
Telangana,10,Chevella,Alliance of Democratic Reforms Party,SRIDEVI M,F,46
Telangana,10,Chevella,Independent,GOVIND LAL,M,45
Telangana,10,Chevella,Yuga Thulasi Party,RAMULU BINGI,M,34
Telangana,10,Chevella,Independent,MOHAMMAD PASHA,M,45
Telangana,10,Chevella,Bharat Rashtra Samithi,KASANI GYANESHWAR KASANI,M,69
Telangana,10,Chevella,Independent,VISHWAKARMA SAPTHAGIRI,M,38
Telangana,10,Chevella,Marxist Communist Party of India (United),SUDHAKAR VANAM,M,40
Telangana,10,Chevella,Independent,GONE SRINIVAS REDDY,M,34
Telangana,10,Chevella,Dharma Samaj Party,THOTLA RAGHAVENDER MUDIRAJ,M,31
Telangana,10,Chevella,All India Majlis-E-Inquilab-E-Millat,MOHAMMED ABDUL QAVI ABBASI,M,52
Telangana,10,Chevella,Independent,KANDIKEKAR SRINIVAS,M,46
Telangana,10,Chevella,Rashtriya Praja Congress  (Secular),MOHAMMED SALEEM,M,52
Telangana,10,Chevella,Independent,V PANDU,M,29
Telangana,10,Chevella,Independent,AMIR SAJID,M,58
Telangana,10,Chevella,Independent,MOHAMMED AFSAR QUDOOS,M,45
Telangana,10,Chevella,Praja Ektha Party,SANEM RAJU GOUD,M,42
Telangana,10,Chevella,Independent,MOHAMMED SALEEM,M,52
Telangana,10,Chevella,Independent,MOHAMMED MUSTAFA RIZWAN,M,54
Telangana,10,Chevella,Socialist Party (India),B V RAMESH NAIDU,M,64
Telangana,11,Mahbubnagar,Independent,KURA VENKATAIAH,M,53
Telangana,11,Mahbubnagar,Jai Swaraj Party,MARLA ANJANEYULU,M,38
Telangana,11,Mahbubnagar,Independent,A. SRINIVASULU,M,47
Telangana,11,Mahbubnagar,Independent,KINNERA YADAGIRI,M,47
Telangana,11,Mahbubnagar,Independent,K. UDAY TEJ NAIK,M,30
Telangana,11,Mahbubnagar,Independent,M. NAVEEN REDDY,M,30
Telangana,11,Mahbubnagar,Independent,SANGEPAGA SAROJANAMMA,F,40
Telangana,11,Mahbubnagar,Dharma Samaj Party,GANTLAVELLI RAKESH,M,32
Telangana,11,Mahbubnagar,Independent,KARUKONDA SRINIVAS YADAV,M,42
Telangana,11,Mahbubnagar,Viduthalai Chiruthaigal Katchi,KADINTI SHANKAR REDDY,M,45
Telangana,11,Mahbubnagar,Indian National Congress,CHALLA VAMSHI CHAND REDDY,M,43
Telangana,11,Mahbubnagar,Independent,ANDHARI ANJAIAH,M,63
Telangana,11,Mahbubnagar,Independent,HARINDER REDDY MALLELA,M,26
Telangana,11,Mahbubnagar,Bahujan Samaj Party,MOHD ALAUDDIN,M,44
Telangana,11,Mahbubnagar,Independent,VENKATA RAMANA,M,52
Telangana,11,Mahbubnagar,Alliance of Democratic Reforms Party,VENKATESWARLU TALLADA,M,54
Telangana,11,Mahbubnagar,Independent,VIJAYA,F,28
Telangana,11,Mahbubnagar,Independent,DINESH,M,36
Telangana,11,Mahbubnagar,Independent,HANUMESH,M,45
Telangana,11,Mahbubnagar,Independent,MUDAVATH BALARAJU NAIK,M,35
Telangana,11,Mahbubnagar,Independent,NADIMINTI SRINIVASULU,M,58
Telangana,11,Mahbubnagar,Bharat Rashtra Samithi,MANNE SRINIVAS REDDY,M,65
Telangana,11,Mahbubnagar,Independent,PULLANGARI SANDEEP KUMAR REDDY,M,38
Telangana,11,Mahbubnagar,Bharatiya Janata Party,ARUNA. D. K,F,64
Telangana,11,Mahbubnagar,Independent,BANDA SATYANARAYANA,M,36
Telangana,11,Mahbubnagar,Independent,GOVINDAMMA,F,51
Telangana,11,Mahbubnagar,Social Justice Party of India,B. RAVINDER,M,54
Telangana,11,Mahbubnagar,Telangana Jaghir Party,NARESH REDDY,M,41
Telangana,11,Mahbubnagar,Bahujan Mukti Party,ANEESUR RAHMAN,M,65
Telangana,11,Mahbubnagar,Independent,VISHNU VARDHAN REDDY THAPALAKINDHI,M,26
Telangana,11,Mahbubnagar,Independent,UMASHANKAR NEMMIKANTI,M,43
Telangana,12,Nagarkurnool,Independent,PAKIRA RAMULU,M,36
Telangana,12,Nagarkurnool,Rashtriya Praja Congress  (Secular),AYYAPPA SUNIL,M,32
Telangana,12,Nagarkurnool,Independent,PULJALA BALAIAH,M,53
Telangana,12,Nagarkurnool,Independent,BIKSHAPATHI LANDA,M,27
Telangana,12,Nagarkurnool,Bahujan Samaj Party,BESAMOLLA  YOSEF,M,55
Telangana,12,Nagarkurnool,Viduthalai Chiruthaigal Katchi,DASARI BHARATHI,F,30
Telangana,12,Nagarkurnool,Bahujan Mukti Party,GADDAM VIJAY,M,39
Telangana,12,Nagarkurnool,Bharat Rashtra Samithi,DR.R.S.PRAVEEN KUMAR,M,57
Telangana,12,Nagarkurnool,Independent,GALIMUDI GEETHA,F,39
Telangana,12,Nagarkurnool,Independent,BUDDHULA SRINIVAS,M,49
Telangana,12,Nagarkurnool,Bharatiya Janata Party,BHARATH  PRASAD POTHUGANTI,M,36
Telangana,12,Nagarkurnool,India Praja Bandhu Party,AMARNATH,M,30
Telangana,12,Nagarkurnool,Vidhyarthula Rajakiya Party,VAGGU VINAY,M,26
Telangana,12,Nagarkurnool,Independent,KARNE. SHIREESHA @ BARRELAKKA,F,25
Telangana,12,Nagarkurnool,Alliance of Democratic Reforms Party,AMBOJU RAVI,M,32
Telangana,12,Nagarkurnool,Independent,PALADHI NAGARAJU,M,26
Telangana,12,Nagarkurnool,Indian National Congress,DR.MALLU RAVI,M,73
Telangana,12,Nagarkurnool,Independent,PILLELA SRIKANTH,M,28
Telangana,12,Nagarkurnool,Pyramid Party of India,PRASANGI,M,59
Telangana,13,Nalgonda,Telangana Sakalajanula Party,JANAIAH NANDIPATI,M,48
Telangana,13,Nalgonda,Independent,KINNERA YADAIAH,M,38
Telangana,13,Nalgonda,Independent,LINGAM KRISHNA,M,33
Telangana,13,Nalgonda,Independent,RAMESH SUNKARA,M,69
Telangana,13,Nalgonda,Independent,MARRI NEHEMIAH,M,69
Telangana,13,Nalgonda,Independent,GOLI SAIDULU,M,41
Telangana,13,Nalgonda,Independent,KUNDARAPU SRIKANTH,M,37
Telangana,13,Nalgonda,Independent,SHIRISHALA SRINAIAH,M,44
Telangana,13,Nalgonda,Bharatiya Janata Party,SAIDI REDDY SHANAMPUDI,M,49
Telangana,13,Nalgonda,Socialist Party (India),RACHA SUBHADRA REDDY,F,74
Telangana,13,Nalgonda,Independent,PANUGOTU LALASINGH,M,33
Telangana,13,Nalgonda,Bahujan Samaj Party,ANJAIAH VIRIGINENI,M,65
Telangana,13,Nalgonda,Indian National Congress,KUNDURU RAGHUVEER,M,44
Telangana,13,Nalgonda,Marxist Communist Party of India (United),VASKULA MATTAIAH,M,51
Telangana,13,Nalgonda,Bharat Rashtra Samithi,KANCHARLA KRISHNA REDDY,M,53
Telangana,13,Nalgonda,Dharma Samaj Party,THALARI RAMBABU,M,33
Telangana,13,Nalgonda,Independent,RAVI PALAKURI,M,43
Telangana,13,Nalgonda,Independent,POLISHETTY VENKATESHWARLU,M,58
Telangana,13,Nalgonda,Independent,MARAM VENKAT REDDY,M,53
Telangana,13,Nalgonda,Independent,KUKKALA VENKANNA,M,30
Telangana,13,Nalgonda,Independent,NAGARAJU BANDARU,M,30
