Candidate Name,Party,Age,Gender,State,Constituency,Constituency_No
ADLA KUMAR,Independent,37,M,Telangana,Medak,6
DUBALA SRI SAILAM,Independent,39,M,Telangana,Medak,6
BANDAPALLY SRINIVAS,Socialist Unity Centre Of India (COMMUNIST),38,M,Telangana,Medak,6
GONDHI BHUJANGAMU,Independent,64,M,Telangana,Medak,6
NAGAMANI ACHA,Independent,43,F,Telangana,Medak,6
GOUTI MALLESH,Independent,43,M,Telangana,Medak,6
GOLLAPALLY SAYA GOUD,Pyramid Party of India,46,M,Telangana,Medak,6
BANJAPALLY SUDHA RANI,Independent,53,F,Telangana,Malkajgiri,7
CHIRIPI REDDY RAMESH,Independent,33,M,Telangana,Malkajgiri,7
DONTHULA BIKSHAPATHI,Independent,49,M,Telangana,Malkajgiri,7
MOUTAM SAMPATH,Independent,34,M,Telangana,Malkajgiri,7
APPARAO KONDA,Rashtra Samanya Praja Party,44,M,Telangana,Malkajgiri,7
CHAMAKURA RAJAIAH ALIAS PIDIKILI RAJU,Social Justice Party of India,47,M,Telangana,Malkajgiri,7
PATNAM SUNEETHA MAHENDER REDDY,Indian National Congress,46,F,Telangana,Malkajgiri,7
NARRA SUKHENDER REDDY,Vidhyarthula Rajakiya Party,34,M,Telangana,Malkajgiri,7
PEDDAPALLI SANDEEP,Bharathiya YuvaKula Dalam,31,M,Telangana,Malkajgiri,7
R. SUBENDER SINGH,Independent,40,M,Telangana,Malkajgiri,7
VAISHNAVI PRASAD,Independent,59,M,Telangana,Malkajgiri,7
ANITHA REDDY SHEELAM,Bahujan Samaj Party,45,F,Telangana,Malkajgiri,7
YADISHWAR NAKKA,Telangana Republican Party,38,M,Telangana,Malkajgiri,7
BOIN DURGA PRASAD YADAV,Dharma Samaj Party,37,M,Telangana,Malkajgiri,7
KANTE SAYANNA,Independent,46,M,Telangana,Malkajgiri,7
RAGIDI LAXMA REDDY,Bharat Rashtra Samithi,60,M,Telangana,Malkajgiri,7
EATALA RAJENDER,Bharatiya Janata Party,60,M,Telangana,Malkajgiri,7
JUVVA PHANI KUMAR CHOWDARY,Jai Bharat National Party,43,M,Telangana,Malkajgiri,7
RAJESH MISHRA,Independent,38,M,Telangana,Malkajgiri,7
THALLADA VENKATESWARLU,Independent,54,M,Telangana,Malkajgiri,7
BHARATHA SUDARSHAN,Independent,50,M,Telangana,Malkajgiri,7
PAREE (PESARIKAYALA PAREEKSHITH REDDY),Independent,48,M,Telangana,Malkajgiri,7
LUNAVATH HARI RAM,Independent,43,M,Telangana,Secunderabad,8
MD KHALEEL UZ ZAMA,Independent,37,M,Telangana,Secunderabad,8
GANESH BHARGAVI GUNDE,Jai Bharat National Party,42,F,Telangana,Secunderabad,8
MOHAMMED AYUB ALI,Anna YSR Congress Party,57,M,Telangana,Secunderabad,8
DR.  BASWANANDAM DANDEPU,Bahujan Samaj Party,59,M,Telangana,Secunderabad,8
ANDRAPU SUDARSHAN,Independent,51,M,Telangana,Secunderabad,8
RAASALA VINOD KUMAR,Dharma Samaj Party,30,M,Telangana,Secunderabad,8
CHEEKATI BHUPAL GOUD,All India Backward People Sunami Party,75,M,Telangana,Secunderabad,8
MOHAMMED IBRAHIM AHMED,Independent,45,M,Telangana,Secunderabad,8
MOHAMMED RAFIUDDIN KALEEM,All India Majlis-E-Inquilab-E-Millat,49,M,Telangana,Secunderabad,8
KOLISETTY SHIVA KUMAR,Yuga Thulasi Party,46,M,Telangana,Secunderabad,8
SAPAVAT SUMAN,Independent,36,M,Telangana,Secunderabad,8
IBRAHIM KHAN,Independent,32,M,Telangana,Secunderabad,8
JUNAID ANAM SIDDIQUI,Independent,40,M,Telangana,Secunderabad,8
BOGGULA SUNIITHHA,Independent,50,F,Telangana,Secunderabad,8
KRANTHI KUMAR BANDELA,Indian National Yuva Jana Party,32,M,Telangana,Secunderabad,8
MOHAMMED FASI UDDIN,Independent,33,M,Telangana,Secunderabad,8
BATHULA RAVI,Independent,54,M,Telangana,Secunderabad,8
KONDOJU MOHAN,Independent,65,M,Telangana,Secunderabad,8
K. MURALI KRISHNA,Independent,46,M,Telangana,Secunderabad,8
DANAM NAGENDER,Indian National Congress,60,M,Telangana,Secunderabad,8
SARARAPU SRISAILAM,Telangana Rajya Samithi,47,M,Telangana,Secunderabad,8
V. K. VIJAYA LAKSHMI,Independent,60,F,Telangana,Secunderabad,8
PAGIDIPALLI SHYAMSON,Viduthalai Chiruthaigal Katchi,31,M,Telangana,Secunderabad,8
GOWLIKAR SONY,Social Justice Party of India,37,F,Telangana,Secunderabad,8
UTTAM PRAVEEN KUMAR,Independent,55,M,Telangana,Secunderabad,8
REDDYMALLA PARVATHI,Independent,44,F,Telangana,Secunderabad,8
PAMPARI NARENDER,Independent,45,M,Telangana,Secunderabad,8
MOHAMMED AKRAM ALI KHAN,Independent,37,M,Telangana,Secunderabad,8
VELAMARTHI. RAVI KIRAN,Independent,46,M,Telangana,Secunderabad,8
PULIMAMIDI VENKATESH GUPTA,Independent,53,M,Telangana,Secunderabad,8
BOMMAKANTI SOWMYA,Pyramid Party of India,33,F,Telangana,Secunderabad,8
SYED KHADER,Independent,54,M,Telangana,Secunderabad,8
P C LINGANNA,Independent,55,M,Telangana,Secunderabad,8
KRUPAVARAM GANDU,Independent,48,M,Telangana,Secunderabad,8
DEVENDAR KONNE,Independent,42,M,Telangana,Secunderabad,8
SANGALA FLORY,Independent,44,F,Telangana,Secunderabad,8
MACHCHERLA VENKATA REDDY,Independent,69,M,Telangana,Secunderabad,8
R.S.J. THOMAS,Jai Swaraj Party,58,M,Telangana,Secunderabad,8
MOHAMMED ABDUL AZEEM,Independent,53,M,Telangana,Secunderabad,8
B . SUNITHA RANI,Socialist Party (India),53,F,Telangana,Secunderabad,8
PADMA RAO . T,Bharat Rashtra Samithi,70,M,Telangana,Secunderabad,8
DR. R. GANGADHAR,Socialist Unity Centre Of India (COMMUNIST),39,M,Telangana,Secunderabad,8
G. KISHAN REDDY,Bharatiya Janata Party,63,M,Telangana,Secunderabad,8
CHALIKA CHANDRA SEKHAR,Independent,44,M,Telangana,Secunderabad,8
SATTI SHABABU REDDY,Independent,44,M,Telangana,Hyderabad,9
DR.J.PADMAJA,Viduthalai Chiruthaigal Katchi,47,F,Telangana,Hyderabad,9
AMJAD KHAN,Independent,46,M,Telangana,Hyderabad,9
MADHAVI LATHA KOMPELLA,Bharatiya Janata Party,49,F,Telangana,Hyderabad,9
SALVERU RAMESH,Indian Praja Congress,47,M,Telangana,Hyderabad,9
ASHOK KUMAR MAMBA,Maa Telangana Party,42,M,Telangana,Hyderabad,9
GADDAM HARISH GOUD,Dharma Samaj Party,29,M,Telangana,Hyderabad,9
ANIL SEN,Independent,49,M,Telangana,Hyderabad,9
KHAJA MOINUDDIN,All India Majlis-E-Inquilab-E-Millat,56,M,Telangana,Hyderabad,9
DR.LUBNA SARWATH,Vidhyarthula Rajakiya Party,58,F,Telangana,Hyderabad,9
K.S.KRISHNA,Bahujan Samaj Party,53,M,Telangana,Hyderabad,9
CHAITANYA KUMAR REDDY PELLAKURU,Independent,33,M,Telangana,Hyderabad,9
SYED ANWAR,United States of India Party,34,M,Telangana,Hyderabad,9
SYED ANWAR,Independent,34,M,Telangana,Hyderabad,9
KRANTHI KUMAR BANDELA,Indian National Yuva Jana Party,32,M,Telangana,Hyderabad,9
MEKALA RAGHUMA REDDY,Yuga Thulasi Party,39,M,Telangana,Hyderabad,9
MOHAMMED WALIULLAH SAMEER,Indian National Congress,42,M,Telangana,Hyderabad,9
SILIVERU NARESH,Telangana Jaghir Party,32,M,Telangana,Hyderabad,9
SHAIK BASHA,Dalita Bahujana Party,55,M,Telangana,Hyderabad,9
SRINIVAS YADAV GADDAM,Bharat Rashtra Samithi,55,M,Telangana,Hyderabad,9
M.K.AHMED,Independent,46,M,Telangana,Hyderabad,9
SARAF TULASI GUPTA,Praja Ektha Party,43,F,Telangana,Hyderabad,9
ANDE USHA KANNA,Bahujan Mukti Party,32,M,Telangana,Hyderabad,9
J.SHYAMSUNDER RAO,Independent,54,M,Telangana,Hyderabad,9
ASADUDDIN OWAISI,All India Majlis-E-Ittehadul Muslimeen,54,M,Telangana,Hyderabad,9
RAMESH KUMAR MATANGI,Sakala Janula Party,41,M,Telangana,Hyderabad,9
V.SHANKER,Yuva Taram Party,43,M,Telangana,Hyderabad,9
L.ASHOKNATH,Telangana Prajaa Jeevana Rythu Party,54,M,Telangana,Hyderabad,9
AMBI HANUMANTH RAO,Socialist Party (India),52,M,Telangana,Hyderabad,9
M.JOHNSON,All India Mahila Empowerment Party,45,M,Telangana,Hyderabad,9
JAMEEL SAYED,Alliance of Democratic Reforms Party,35,M,Telangana,Hyderabad,9
SERUBAI VASANTH KUMAR,Rashtra Samanya Praja Party,36,M,Telangana,Chevella,10
CHINTALAGARI VENKAT SWAMY,Blue India Party,41,M,Telangana,Chevella,10
RANJIT REDDY GADE,Revolutionary Socialist Party,37,M,Telangana,Chevella,10
JALEEL AHMED,Independent,34,M,Telangana,Chevella,10
G MALLESHAM GOUD,Independent,47,M,Telangana,Chevella,10
KAVALI SUKUMAR,Independent,27,M,Telangana,Chevella,10
NARASIMHA REDDY DYAPA,Telangana Republican Party,58,M,Telangana,Chevella,10
ANJANEYULU NEERATI,Independent,44,M,Telangana,Chevella,10
MOHAMMAD RIAZUR REHMAN SHAIK,Independent,33,M,Telangana,Chevella,10
ANKAGALA PRAVEEN KUMAR,Independent,38,M,Telangana,Chevella,10
PALAMAKULA MADHU,India Praja Bandhu Party,43,M,Telangana,Chevella,10
DURGA PRASAD T,Praja Velugu Party,38,M,Telangana,Chevella,10
KONDA VISHVESHWAR REDDY,All India Forward Bloc,32,M,Telangana,Chevella,10
DR GADDAM RANJITH REDDY,Indian National Congress,59,M,Telangana,Chevella,10
EESARI SURYAPRAKASH REDDY,Independent,43,M,Telangana,Chevella,10
P GOVIND,Bahujan Mukti Party,36,M,Telangana,Chevella,10
JANAPALA DURGA PRASAD,Independent,28,M,Telangana,Chevella,10
PHANI PRASAD KATAKAM,Social Justice Party of India,50,M,Telangana,Chevella,10
MOHD SHAKEEL,Desh Janhit Party,45,M,Telangana,Chevella,10
KATHULA YADAIAH,Independent,47,M,Telangana,Chevella,10
SUGURU SRINIVAS,Jai Swaraj Party,48,M,Telangana,Chevella,10
MOHAMMED IQBAL,Independent,47,M,Telangana,Chevella,10
KONDA VISHWESHWAR REDDY,Bharatiya Janata Party,64,M,Telangana,Chevella,10
SAHITHI DASARI,Independent,29,F,Telangana,Chevella,10
MOHAMMED ALI,Independent,39,M,Telangana,Chevella,10
SRIDEVI M,Alliance of Democratic Reforms Party,46,F,Telangana,Chevella,10
GOVIND LAL,Independent,45,M,Telangana,Chevella,10
RAMULU BINGI,Yuga Thulasi Party,34,M,Telangana,Chevella,10
MOHAMMAD PASHA,Independent,45,M,Telangana,Chevella,10
KASANI GYANESHWAR KASANI,Bharat Rashtra Samithi,69,M,Telangana,Chevella,10
VISHWAKARMA SAPTHAGIRI,Independent,38,M,Telangana,Chevella,10
SUDHAKAR VANAM,Marxist Communist Party of India (United),40,M,Telangana,Chevella,10
GONE SRINIVAS REDDY,Independent,34,M,Telangana,Chevella,10
THOTLA RAGHAVENDER MUDIRAJ,Dharma Samaj Party,31,M,Telangana,Chevella,10
MOHAMMED ABDUL QAVI ABBASI,All India Majlis-E-Inquilab-E-Millat,52,M,Telangana,Chevella,10
KANDIKEKAR SRINIVAS,Independent,46,M,Telangana,Chevella,10
MOHAMMED SALEEM,Rashtriya Praja Congress  (Secular),52,M,Telangana,Chevella,10
V PANDU,Independent,29,M,Telangana,Chevella,10
AMIR SAJID,Independent,58,M,Telangana,Chevella,10
MOHAMMED AFSAR QUDOOS,Independent,45,M,Telangana,Chevella,10
SANEM RAJU GOUD,Praja Ektha Party,42,M,Telangana,Chevella,10
MOHAMMED SALEEM,Independent,52,M,Telangana,Chevella,10
MOHAMMED MUSTAFA RIZWAN,Independent,54,M,Telangana,Chevella,10
B V RAMESH NAIDU,Socialist Party (India),64,M,Telangana,Chevella,10
KURA VENKATAIAH,Independent,53,M,Telangana,Mahbubnagar,11
MARLA ANJANEYULU,Jai Swaraj Party,38,M,Telangana,Mahbubnagar,11
A. SRINIVASULU,Independent,47,M,Telangana,Mahbubnagar,11
KINNERA YADAGIRI,Independent,47,M,Telangana,Mahbubnagar,11
K. UDAY TEJ NAIK,Independent,30,M,Telangana,Mahbubnagar,11
M. NAVEEN REDDY,Independent,30,M,Telangana,Mahbubnagar,11
SANGEPAGA SAROJANAMMA,Independent,40,F,Telangana,Mahbubnagar,11
GANTLAVELLI RAKESH,Dharma Samaj Party,32,M,Telangana,Mahbubnagar,11
KARUKONDA SRINIVAS YADAV,Independent,42,M,Telangana,Mahbubnagar,11
KADINTI SHANKAR REDDY,Viduthalai Chiruthaigal Katchi,45,M,Telangana,Mahbubnagar,11
CHALLA VAMSHI CHAND REDDY,Indian National Congress,43,M,Telangana,Mahbubnagar,11
ANDHARI ANJAIAH,Independent,63,M,Telangana,Mahbubnagar,11
HARINDER REDDY MALLELA,Independent,26,M,Telangana,Mahbubnagar,11
MOHD ALAUDDIN,Bahujan Samaj Party,44,M,Telangana,Mahbubnagar,11
VENKATA RAMANA,Independent,52,M,Telangana,Mahbubnagar,11
VENKATESWARLU TALLADA,Alliance of Democratic Reforms Party,54,M,Telangana,Mahbubnagar,11
VIJAYA,Independent,28,F,Telangana,Mahbubnagar,11
DINESH,Independent,36,M,Telangana,Mahbubnagar,11
HANUMESH,Independent,45,M,Telangana,Mahbubnagar,11
MUDAVATH BALARAJU NAIK,Independent,35,M,Telangana,Mahbubnagar,11
NADIMINTI SRINIVASULU,Independent,58,M,Telangana,Mahbubnagar,11
MANNE SRINIVAS REDDY,Bharat Rashtra Samithi,65,M,Telangana,Mahbubnagar,11
PULLANGARI SANDEEP KUMAR REDDY,Independent,38,M,Telangana,Mahbubnagar,11
ARUNA. D. K,Bharatiya Janata Party,64,F,Telangana,Mahbubnagar,11
BANDA SATYANARAYANA,Independent,36,M,Telangana,Mahbubnagar,11
GOVINDAMMA,Independent,51,F,Telangana,Mahbubnagar,11
B. RAVINDER,Social Justice Party of India,54,M,Telangana,Mahbubnagar,11
NARESH REDDY,Telangana Jaghir Party,41,M,Telangana,Mahbubnagar,11
ANEESUR RAHMAN,Bahujan Mukti Party,65,M,Telangana,Mahbubnagar,11
VISHNU VARDHAN REDDY THAPALAKINDHI,Independent,26,M,Telangana,Mahbubnagar,11
UMASHANKAR NEMMIKANTI,Independent,43,M,Telangana,Mahbubnagar,11
PAKIRA RAMULU,Independent,36,M,Telangana,Nagarkurnool,12
AYYAPPA SUNIL,Rashtriya Praja Congress  (Secular),32,M,Telangana,Nagarkurnool,12
PULJALA BALAIAH,Independent,53,M,Telangana,Nagarkurnool,12
BIKSHAPATHI LANDA,Independent,27,M,Telangana,Nagarkurnool,12
BESAMOLLA  YOSEF,Bahujan Samaj Party,55,M,Telangana,Nagarkurnool,12
DASARI BHARATHI,Viduthalai Chiruthaigal Katchi,30,F,Telangana,Nagarkurnool,12
GADDAM VIJAY,Bahujan Mukti Party,39,M,Telangana,Nagarkurnool,12
DR.R.S.PRAVEEN KUMAR,Bharat Rashtra Samithi,57,M,Telangana,Nagarkurnool,12
GALIMUDI GEETHA,Independent,39,F,Telangana,Nagarkurnool,12
BUDDHULA SRINIVAS,Independent,49,M,Telangana,Nagarkurnool,12
BHARATH  PRASAD POTHUGANTI,Bharatiya Janata Party,36,M,Telangana,Nagarkurnool,12
AMARNATH,India Praja Bandhu Party,30,M,Telangana,Nagarkurnool,12
VAGGU VINAY,Vidhyarthula Rajakiya Party,26,M,Telangana,Nagarkurnool,12
KARNE. SHIREESHA @ BARRELAKKA,Independent,25,F,Telangana,Nagarkurnool,12
AMBOJU RAVI,Alliance of Democratic Reforms Party,32,M,Telangana,Nagarkurnool,12
PALADHI NAGARAJU,Independent,26,M,Telangana,Nagarkurnool,12
DR.MALLU RAVI,Indian National Congress,73,M,Telangana,Nagarkurnool,12
PILLELA SRIKANTH,Independent,28,M,Telangana,Nagarkurnool,12
PRASANGI,Pyramid Party of India,59,M,Telangana,Nagarkurnool,12
JANAIAH NANDIPATI,Telangana Sakalajanula Party,48,M,Telangana,Nalgonda,13
KINNERA YADAIAH,Independent,38,M,Telangana,Nalgonda,13
LINGAM KRISHNA,Independent,33,M,Telangana,Nalgonda,13
RAMESH SUNKARA,Independent,69,M,Telangana,Nalgonda,13
MARRI NEHEMIAH,Independent,69,M,Telangana,Nalgonda,13
GOLI SAIDULU,Independent,41,M,Telangana,Nalgonda,13
KUNDARAPU SRIKANTH,Independent,37,M,Telangana,Nalgonda,13
SHIRISHALA SRINAIAH,Independent,44,M,Telangana,Nalgonda,13
SAIDI REDDY SHANAMPUDI,Bharatiya Janata Party,49,M,Telangana,Nalgonda,13
RACHA SUBHADRA REDDY,Socialist Party (India),74,F,Telangana,Nalgonda,13
PANUGOTU LALASINGH,Independent,33,M,Telangana,Nalgonda,13
ANJAIAH VIRIGINENI,Bahujan Samaj Party,65,M,Telangana,Nalgonda,13
KUNDURU RAGHUVEER,Indian National Congress,44,M,Telangana,Nalgonda,13
VASKULA MATTAIAH,Marxist Communist Party of India (United),51,M,Telangana,Nalgonda,13
KANCHARLA KRISHNA REDDY,Bharat Rashtra Samithi,53,M,Telangana,Nalgonda,13
THALARI RAMBABU,Dharma Samaj Party,33,M,Telangana,Nalgonda,13
RAVI PALAKURI,Independent,43,M,Telangana,Nalgonda,13
POLISHETTY VENKATESHWARLU,Independent,58,M,Telangana,Nalgonda,13
MARAM VENKAT REDDY,Independent,53,M,Telangana,Nalgonda,13
KUKKALA VENKANNA,Independent,30,M,Telangana,Nalgonda,13
NAGARAJU BANDARU,Independent,30,M,Telangana,Nalgonda,13
CHOLLETI PRABHAKAR,Independent,68,M,Telangana,Nalgonda,13
JANGA. SUJATHANAVEEN REDDY,Independent,33,F,Telangana,Bhongir,14
MALLEBOINA PARAMESH YADAV,Independent,31,M,Telangana,Bhongir,14
LINGIDI. VENKATESWARLU,Prajavani  Party,66,M,Telangana,Bhongir,14
MAHAMD JAHANGIR,Communist Party of India  (Marxist),51,M,Telangana,Bhongir,14
KARINGULA YADAGIRI,Independent,51,M,Telangana,Bhongir,14
KONGARI LINGA SWAMY,Dharma Samaj Party,37,M,Telangana,Bhongir,14
KANDE. RAMARAJU,Independent,32,M,Telangana,Bhongir,14
BUSHIPAKA VENKATAIAH,Independent,42,M,Telangana,Bhongir,14
KOTHOJU SRINIVASU,National Maha Sabha Party,41,M,Telangana,Bhongir,14
CHAMALA KIRAN KUMAR REDDY,Indian National Congress,47,M,Telangana,Bhongir,14
ERRA SURYAM,Viduthalai Chiruthaigal Katchi,29,M,Telangana,Bhongir,14
NARENDRAA VEMULA,Jai Swaraj Party,37,M,Telangana,Bhongir,14
DR : MORIGADI KRISHNA,Independent,54,M,Telangana,Bhongir,14
AITARAJU ABENDER,Bahujan Samaj Party,34,M,Telangana,Bhongir,14
VARIKUPPALA. KRISHNA VADDERA,Independent,55,M,Telangana,Bhongir,14
NUNE VENKAT SWAMY,Independent,55,M,Telangana,Bhongir,14
UDARI MALLESH,Independent,38,M,Telangana,Bhongir,14
ANIL KUMAR GADEPAKA,Independent,36,M,Telangana,Bhongir,14
DR. BOORA NARSAIAH GOUD,Bharatiya Janata Party,65,M,Telangana,Bhongir,14
DHERAVATH GOPI NAIK,Jai Maha Bharath Party,51,M,Telangana,Bhongir,14
V. SADANANDA REDDY,People Protection Party,58,M,Telangana,Bhongir,14
AMIREDDY KIRAN REDDY,Independent,33,M,Telangana,Bhongir,14
PULIGILLA BIXAPATHI YADAV,National Nava Kranthi Party,48,M,Telangana,Bhongir,14
KARUNAKAR REDDY NALLA,Jai Bharat National Party,64,M,Telangana,Bhongir,14
KANDADI. MANIPAL REDDY,Telangana Republican Party,33,M,Telangana,Bhongir,14
KYAMA MALLESH,Bharat Rashtra Samithi,59,M,Telangana,Bhongir,14
M. GANESH,Pyramid Party of India,59,M,Telangana,Bhongir,14
POOSA SRINIVAS,Telangana Rashtra Punahnirmana Samithi,51,M,Telangana,Bhongir,14
ASURA BALU,Independent,32,M,Telangana,Bhongir,14
TARIGOPPULA MAHENDER,Social Justice Party of India,53,M,Telangana,Bhongir,14
RAMESH GOUD THALLAPELLY,Alliance of Democratic Reforms Party,40,M,Telangana,Bhongir,14
PENTA RAMESH,Independent,53,M,Telangana,Bhongir,14
"KONGARI, MALLAIAH",Independent,52,M,Telangana,Bhongir,14
BASHABOINA LAKSHMAIAH,Independent,43,M,Telangana,Bhongir,14
KADIRE KIRAN KUMAR,Bahujan Republican  Socialist Party,36,M,Telangana,Bhongir,14
RACHA SUBHADRA REDDY,Socialist Party (India),74,F,Telangana,Bhongir,14
CHANDU NAYAK MEGAVATH,Independent,26,M,Telangana,Bhongir,14
NARRI. SWAMY KURUMA,Independent,36,M,Telangana,Bhongir,14
BETHI NARENDER,Independent,43,M,Telangana,Bhongir,14
GANNARAPU RAVINDER,Independent,50,M,Telangana,Warangal,15
GANIPAKA PRADEEP,Independent,33,M,Telangana,Warangal,15
RK GANAPURAM,Independent,34,M,Telangana,Warangal,15
THANDRA ESHWAR,Independent,49,M,Telangana,Warangal,15
DHAYAKAR GAJJI,Independent,35,M,Telangana,Warangal,15
CHILUMULLA SUJATHA,Independent,34,F,Telangana,Warangal,15
AROORI RAMESH,Bharatiya Janata Party,56,M,Telangana,Warangal,15
MANGALAPELLI ASHAIAH,Independent,50,M,Telangana,Warangal,15
S P K  SAGAR,Jai Maha Bharath Party,25,M,Telangana,Warangal,15
Dr GADAM MALLESH,Jai Bharat National Party,58,M,Telangana,Warangal,15
MEKALA SUMAN,Dharma Samaj Party,35,M,Telangana,Warangal,15
KOTHAPALLI SAVITHRI,Marxist Communist Party of India (United),37,F,Telangana,Warangal,15
KALPANA PANJA,Bahujan Samaj Party,41,F,Telangana,Warangal,15
BASHIPAKA SUDHAKAR,Independent,40,M,Telangana,Warangal,15
GADDAM CHIRANJEEVI,Independent,53,M,Telangana,Warangal,15
ROOPA POLEPAKA,Independent,40,F,Telangana,Warangal,15
Dr. MARAPALLY SUDHEER KUMAR,Bharat Rashtra Samithi,61,M,Telangana,Warangal,15
PASULA RAVI,Republican Party of India (Athawale),52,M,Telangana,Warangal,15
MOTHKUPELLY PRABHAKAR,Independent,37,M,Telangana,Warangal,15
BOLLAM VIJAY KUMAR,Independent,49,M,Telangana,Warangal,15
THATIKAYALA SATHISH BABU,Independent,37,M,Telangana,Warangal,15
DEVARAJU PENDELA,Rashtriya Praja Congress  (Secular),53,M,Telangana,Warangal,15
PUTTA VINOD KUMAR,Independent,33,M,Telangana,Warangal,15
BOCHU RAJU,Independent,29,M,Telangana,Warangal,15
CHILUVERU PRATHAP,Independent,50,M,Telangana,Warangal,15
MANDA NARESH,Independent,32,M,Telangana,Warangal,15
KADIYAM KAVYA,Indian National Congress,41,F,Telangana,Warangal,15
BUNGA JYOTHI RAMANA,Aihra National Party,50,F,Telangana,Warangal,15
PAITHARA ACHYUTH,Independent,32,M,Telangana,Warangal,15
ANIL KUMAR GADEPAKA,Independent,36,M,Telangana,Warangal,15
KOYYADA NARESH,Independent,32,M,Telangana,Warangal,15
PRAMEELA JANNU,Independent,44,F,Telangana,Warangal,15
KONGARA ANIL KUMAR,Independent,46,M,Telangana,Warangal,15
MACHA DEVENDER,Viduthalai Chiruthaigal Katchi,43,M,Telangana,Warangal,15
POTHARAJU NARASIMHARAJU,Independent,43,M,Telangana,Warangal,15
POGULA ASHOK,Independent,57,M,Telangana,Warangal,15
RAMESH BABU SHANIGARAPU,Independent,40,M,Telangana,Warangal,15
THALLAPALLY VENKATAIAH,Independent,43,M,Telangana,Warangal,15
BARIGELA SHIVA,Independent,32,M,Telangana,Warangal,15
S P K  SAGAR,Independent,25,M,Telangana,Warangal,15
AR NENA PREM READY RIPEEKA,Mana Telangana Rashtra Samaikya Party,40,M,Telangana,Warangal,15
AR NENA PREM READY RIPEEKA,Independent,40,M,Telangana,Warangal,15
NARMADA PRAVEEN,Pyramid Party of India,31,F,Telangana,Warangal,15
AMBOJU BUDDAIAH,Alliance of Democratic Reforms Party,39,M,Telangana,Warangal,15
BODA PRASHANTH,Independent,29,M,Telangana,Mahabubabad,16
BANOTH PREM NAYAK [BPN],Independent,32,M,Telangana,Mahabubabad,16
DV NAIK,Independent,38,M,Telangana,Mahabubabad,16
GUGULOTH SHEKAR NAIK,Independent,25,M,Telangana,Mahabubabad,16
ARUN KUMAR MYPATHI,All India Forward Bloc,38,M,Telangana,Mahabubabad,16
KONETI SUJATHA,Bahujan Samaj Party,29,F,Telangana,Mahabubabad,16
RAVVA. BHADRAMMA,Dharma Samaj Party,35,F,Telangana,Mahabubabad,16
ANIL KUMAR BODA,Independent,35,M,Telangana,Mahabubabad,16
BURKA KRISHNAVENI,Socialist Party (India),25,F,Telangana,Mahabubabad,16
KAVITHA MALOTH,Bharat Rashtra Samithi,44,F,Telangana,Mahabubabad,16
VANKUDOTHU RAVI KUMAR (RAVANNA),Telangana Jaghir Party,39,M,Telangana,Mahabubabad,16
SOYAM KANNA RAJU,Gondvana Gantantra Party,36,M,Telangana,Mahabubabad,16
PROFESSOR. AZMEERA SEETARAM NAIK,Bharatiya Janata Party,66,M,Telangana,Mahabubabad,16
BANOTHU LINGANNA,Blue India Party,35,M,Telangana,Mahabubabad,16
SODE VENKATESWARLU,Gondwana Dandkaranya Party,35,M,Telangana,Mahabubabad,16
BANOTH LINGYA NAIK,Independent,45,M,Telangana,Mahabubabad,16
BALRAM NAIK PORIKA,Indian National Congress,60,M,Telangana,Mahabubabad,16
PAYAM.SINGARAJU,Independent,34,M,Telangana,Mahabubabad,16
MOKALLA MURALIKRISHNA,Independent,56,M,Telangana,Mahabubabad,16
CHANDA LINGAIAH,Independent,74,M,Telangana,Mahabubabad,16
PADIGA YARRAIAH,Independent,80,M,Telangana,Mahabubabad,16
DURGA PALVANCHA,Independent,40,F,Telangana,Mahabubabad,16
RAGHU VARMA JATOTHU,Alliance of Democratic Reforms Party,32,M,Telangana,Mahabubabad,16
SHAIK MOHMED RASOOL,Independent,38,M,Telangana,Khammam,17
M. RAVI CHANDAR CHOWHAN,Independent,35,M,Telangana,Khammam,17
THAMBALLA RAVI,Independent,36,M,Telangana,Khammam,17
BANDARU NAGARAJU,Independent,30,M,Telangana,Khammam,17
CHILAKABATHINI STALIN,Telugu Rajadhikara Samiti Party,29,M,Telangana,Khammam,17
CHILAKABATHINI STALIN,Independent,29,M,Telangana,Khammam,17
GANGIREDDY KOTI REDDY,Independent,38,M,Telangana,Khammam,17
SHAIK KHALEEL PASHA,Independent,36,M,Telangana,Khammam,17
SHAIK BAJI BABA,Independent,38,M,Telangana,Khammam,17
NAGESWARA RAO LAKAVATH,All India National Raksha Sena,33,M,Telangana,Khammam,17
ULLENGALA YADAGIRI,Independent,55,M,Telangana,Khammam,17
RAMASAHAYAM RAGHURAM REDDY,Indian National Congress,63,M,Telangana,Khammam,17
MALAMPATI SURYANARAYANA,Independent,62,M,Telangana,Khammam,17
BHATTU SRINIVAS,Jai Bharat National Party,38,M,Telangana,Khammam,17
MUTYAM ARJUNA RAJU,Independent,35,M,Telangana,Khammam,17
NAMA NAGESWARA RAO,Bharat Rashtra Samithi,67,M,Telangana,Khammam,17
KOPPULA SRINIVASA RAO,Jaibhim Rao Bharat Party,53,M,Telangana,Khammam,17
NAGESWARA RAO LAKAVATH,Independent,33,M,Telangana,Khammam,17
SHAIK AJJULU,Independent,30,M,Telangana,Khammam,17
VASAM RAMAKRISHNA DORA,Independent,38,M,Telangana,Khammam,17
